1024
FIFO overflow!
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 98830
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 5
y 713
p 6
r 1
cm 100338
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 1
gp 3
gr 6
y 713
p 6
r 1
cm 101847
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 103347
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 104851
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 4
gr 6
y 713
p 6
r 1
cm 106351
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 1
gp 3
gr 6
y 713
p 6
r 1
cm 107851
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 109352
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 110858
ry 0
rp -10
rr 1
ay 0
ap -302
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1320
m2 1331
gy 0
gp 3
gr 6
y 713
p 6
r 1
cm 112345
ry 0
rp -10
rr 1
ay 0
ap -252
ar 50
chp 0
chr 0
chy 0
bs 1400
m1 1390
m2 1401
gy 16
gp -15
gr 3
y 712
p 6
r 0
cm 113634
ry -1
rp -10
rr 0
ay -1
ap -302
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1389
m2 1401
gy 14
gp 13
gr 16
y 712
p 6
r 0
cm 114974
ry -1
rp -10
rr 0
ay -1
ap -258
ar 51
chp 0
chr 0
chy 0
bs 1400
m1 1389
m2 1403
gy -12
gp 23
gr -5
y 712
p 6
r 1
cm 116291
ry -1
rp -10
rr 1
ay -2
ap -395
ar 62
chp 0
chr 0
chy 0
bs 1500
m1 1470
m2 1502
gy -14
gp 0
gr 8
y 711
p 6
r 0
cm 117635
ry -2
rp -28
rr 1
ay -2
ap -800
ar 35
chp 0
chr 0
chy 0
bs 1500
m1 1470
m2 1502
gy 13
gp 18
gr 46
y 711
p 6
r 1
cm 118952
ry -2
rp -28
rr 4
ay -2
ap -800
ar 171
chp 0
chr 0
chy 0
bs 1500
m1 1470
m2 1511
gy -14
gp 0
gr 44
y 711
p 6
r 0
cm 120320
ry -2
rp -28
rr 9
ay -2
ap -850
ar 370
chp 0
chr 0
chy 0
bs 1500
m1 1469
m2 1514
gy -17
gp -24
gr 22
y 711
p 7
r 3
cm 121638
ry -2
rp -25
rr 20
ay -2
ap -850
ar 550
chp 0
chr 0
chy 0
bs 1500
m1 1468
m2 1522
gy -4
gp -5
gr -23
y 711
p 7
r 3
cm 123000
ry -2
rp -29
rr 22
ay -2
ap -900
ar 650
chp 0
chr 0
chy 0
bs 1500
m1 1464
m2 1518
gy 5
gp -17
gr 0
y 711
p 6
r 0
cm 124315
ry -2
rp -27
rr 20
ay -2
ap -850
ar 550
chp 0
chr 0
chy 0
bs 1500
m1 1468
m2 1519
gy -3
gp 33
gr 27
y 711
p 6
r -1
cm 125683
ry -2
rp -26
rr 15
ay -2
ap -800
ar 436
chp 0
chr 0
chy 0
bs 1500
m1 1471
m2 1515
gy 3
gp 11
gr 24
y 710
p 6
r 0
cm 126992
ry -3
rp -28
rr 12
ay -3
ap -800
ar 372
chp 0
chr 0
chy 0
bs 1500
m1 1469
m2 1514
gy 7
gp 3
gr -53
y 710
p 5
r 0
cm 128353
ry -3
rp -28
rr 12
ay -3
ap -800
ar 324
chp 0
chr 0
chy 0
bs 1500
m1 1469
m2 1514
gy 15
gp 10
gr 20
y 710
p 6
r 0
cm 129652
ry -3
rp -28
rr 11
ay -3
ap -800
ar 324
chp 0
chr 0
chy 0
bs 1519
m1 1489
m2 1529
gy 12
gp 7
gr -6
y 710
p 6
r 0
cm 131018
ry -3
rp -28
rr 5
ay -4
ap -800
ar 148
chp 0
chr 0
chy 0
bs 1576
m1 1544
m2 1586
gy -22
gp -1
gr 45
y 709
p 7
r -1
cm 132328
ry -4
rp -30
rr -1
ay -5
ap -850
ar 28
chp 0
chr 0
chy 0
bs 1611
m1 1575
m2 1609
gy 42
gp 19
gr -2
y 705
p 9
r -2
cm 133700
ry -14
rp -36
rr -6
ay -19
ap -1150
ar -334
chp 0
chr 0
chy -3
bs 1634
m1 1492
m2 1684
gy 2528
gp 1439
gr -54
y 476
p 65
r -67
cm 135050
ry -49
rp 2
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 58
gr 67
y 499
p 88
r -101
cm 136425
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 3
gr 6
y 500
p 88
r -101
cm 137686
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 0
gr 2
y 500
p 88
r -100
cm 139027
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 3
gr 5
y 500
p 89
r -100
cm 140301
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 6
gr 7
y 500
p 89
r -100
cm 141640
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 1
gr 4
y 500
p 89
r -100
cm 142923
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 4
gr 6
y 500
p 89
r -100
cm 144251
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 8
gr 10
y 500
p 89
r -100
cm 145540
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 1
gr 4
y 500
p 89
r -100
cm 146857
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 3
gr 7
y 500
p 88
r -100
cm 148154
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 0
gp 4
gr 6
y 500
p 89
r -100
cm 149454
ry -49
rp -100
rr -100
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1485
m2 1583
gy 1
gp 1
gr 11
y 500
p 89
r -100
cm 150764
ry -49
rp -88
rr -95
ay -49
ap -3000
ar -3000
chp 0
chr 0
chy 0
bs 1634
m1 1575
m2 1675
gy 366
gp -217
gr 21
y 515
p -4
r 8
cm 152084
ry -49
rp 9
rr 1
ay -49
ap 204
ar 256
chp 0
chr 0
chy 0
bs 1634
m1 1591
m2 1682
gy -6
gp -2
gr -18
y 507
p -3
r -4
cm 153412
ry -49
rp 2
rr -3
ay -49
ap 104
ar -53
chp 0
chr 0
chy 0
bs 1634
m1 1586
m2 1680
gy 102
gp 60
gr -233
y 507
p -2
r 0
cm 154698
ry -49
rp 3
rr 0
ay -49
ap 0
ar 51
chp 0
chr 0
chy 0
bs 1634
m1 1586
m2 1678
gy -245
gp -92
gr -14
y 517
p 3
r -3
cm 156027
ry -49
rp 0
rr -1
ay -49
ap 50
ar 352
chp 0
chr 0
chy 0
bs 1634
m1 1585
m2 1689
gy -6
gp 4
gr 43
y 515
p 0
r 3
cm 157320
ry -49
rp 0
rr -6
ay -49
ap 102
ar -153
chp 0
chr 0
chy 0
bs 1634
m1 1588
m2 1683
gy 1
gp 3
gr 5
y 511
p -2
r 0
cm 158659
ry -49
rp 0
rr 0
ay -49
ap 51
ar 0
chp 0
chr 0
chy 0
bs 1634
m1 1566
m2 1668
gy -2597
gp -13
gr 16
y 734
p -7
r 12
cm 159964
ry 4
rp -10
rr 17
ay 1
ap 252
ar 302
chp 0
chr 0
chy 0
bs 1634
m1 1642
m2 1642
gy 0
gp 0
gr 6
y 715
p -4
r 6
cm 161323
ry 2
rp 7
rr 10
ay 2
ap 203
ar 304
chp 0
chr 0
chy 0
bs 1634
m1 1643
m2 1642
gy 0
gp 3
gr 5
y 715
p -4
r 6
cm 162611
ry 2
rp 6
rr 10
ay 2
ap 201
ar 302
chp 0
chr 0
chy 0
bs 1634
m1 1642
m2 1642
gy 0
gp 3
gr 6
y 716
p -4
r 6
cm 163973
ry 3
rp 6
rr 10
ay 3
ap 206
ar 309
chp 0
chr 0
chy 0
bs 1634
m1 1644
m2 1641
gy 0
gp 3
gr 5
y 716
p -4
r 6
cm 165262
ry 3
rp 6
rr 10
ay 3
ap 204
ar 307
chp 0
chr 0
chy 0
bs 1634
m1 1644
m2 1641
gy 0
gp 3
gr 6
y 716
p -4
r 6
cm 166629
ry 3
rp 6
rr 10
ay 3
ap 201
ar 302
chp 0
chr 0
chy 0
bs 1400
m1 1409
m2 1407
gy -6
gp 11
gr 5
y 716
p -4
r 6
cm 167919
ry 3
rp 7
rr 10
ay 3
ap 201
ar 302
chp 0
chr 0
chy 0
bs 1500
m1 1519
m2 1517
gy 9
gp 0
gr 27
y 715
p -6
r 5
cm 169296
ry 2
rp 8
rr 9
ay 2
ap 252
ar 252
chp 0
chr 0
chy 0
bs 1400
m1 1410
m2 1407
gy 4
gp 6
gr -1
y 715
p -4
r 5
cm 170596
ry 2
rp 6
rr 9
ay 2
ap 201
ar 302
chp 0
chr 0
chy 0
bs 1400
m1 1409
m2 1407
gy 0
gp 4
gr -4
y 716
p -4
r 6
cm 171966
ry 3
rp 7
rr 10
ay 3
ap 204
ar 307
chp 0
chr 0
chy 0
bs 1400
m1 1410
m2 1407
gy -7
gp 1
gr 6
y 716
p -4
r 6
cm 173243
ry 3
rp -1
rr 6
ay 3
ap 100
ar 302
chp 0
chr 0
chy 0
bs 1400
m1 1408
m2 1408
gy 0
gp 10
gr 7
y 716
p -3
r 6
cm 174602
ry 3
rp 1
rr 9
ay 3
ap 151
ar 302
chp 0
chr 0
chy 0
bs 1400
m1 1406
m2 1407
gy -110
gp 82
gr 40
y 716
p -2
r 6
cm 175883
ry 3
rp 7
rr 10
ay 3
ap 154
ar 309
chp 0
chr 0
chy 0
bs 1400
m1 1408
m2 1407
gy 0
gp 3
gr 5
y 716
p -3
r 6
cm 177233
ry 3
rp 5
rr 10
ay 3
ap 151
ar 302
chp 0
chr 0
chy 0
bs 1400
m1 1408
m2 1406
gy -8
gp 10
gr -33
y 716
p -3
r 7
cm 178537
ry 3
rp 4
rr 12
ay 3
ap 151
ar 352
chp 0
chr 0
chy 0
bs 1400
m1 1408
m2 1408
gy 16
gp 9
gr -19
y 716
p -3
r 7
cm 179908
ry 3
rp 5
rr 11
ay 3
ap 156
ar 364
chp 0
chr 0
chy 0
bs 1500
m1 1515
m2 1521
gy -154
gp 25
gr -65
y 716
p -4
r 7
cm 181220
ry 3
rp 7
rr 10
ay 3
ap 206
ar 309
chp 0
chr 0
chy 0
bs 1500
m1 1510
m2 1507
gy 0
gp 3
gr 7
y 716
p -4
r 6
cm 182587
ry 3
rp 6
rr 10
ay 3
ap 203
ar 304
chp 0
chr 0
chy 0
bs 1500
m1 1548
m2 1507
gy 0
gp 3
gr 6
y 716
p -4
r 6
cm 183897
ry 3
rp 22
rr 12
ay 1
ap 1168
ar 609
chp 0
chr 3
chy 0
bs 1500
m1 1551
m2 1528
gy 1299
gp 125
gr 1878
y 555
p -157
r 12
cm 185266
ry -49
rp 73
rr -66
ay -49
ap 3000
ar -504
chp 0
chr 0
chy 0
bs 1500
m1 1551
m2 1535
gy 171
gp 189
gr 912
y 246
p -168
r 0
cm 186585
ry -49
rp 100
rr -62
ay -49
ap 3000
ar -1461
chp 0
chr 0
chy 0
bs 1500
m1 1551
m2 1509
gy 55
gp -60
gr -5
y 263
p -156
r -23
cm 187952
ry -49
rp 100
rr -19
ay -49
ap 3000
ar -352
chp 0
chr 0
chy 0
bs 1500
m1 1551
m2 1520
gy -69
gp -503
gr -419
y 256
p -169
r -22
cm 189271
ry -49
rp 92
rr -70
ay -49
ap 3000
ar -1008
chp 0
chr 0
chy -2
bs 1500
m1 1551
m2 1533
gy -146
gp 602
gr 437
y 316
p -141
r -27
cm 190639
ry -49
rp 97
rr -38
ay -49
ap 3000
ar -806
chp 0
chr 0
chy -29
bs 1500
m1 1551
m2 1519
gy 162
gp 143
gr -186
y 399
p -126
r -12
cm 191975
ry -49
rp 93
rr -10
ay -49
ap 3000
ar -312
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1535
gy -672
gp -149
gr -205
y 392
p -126
r -4
cm 193339
ry -49
rp 100
rr -3
ay -49
ap 3000
ar -154
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1542
gy 38
gp 738
gr -454
y 410
p -107
r -4
cm 194684
ry -49
rp 100
rr -14
ay -49
ap 3000
ar -254
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1537
gy 543
gp 496
gr -671
y 386
p -114
r 2
cm 196052
ry -49
rp 100
rr 1
ay -49
ap 3000
ar 50
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1562
gy -46
gp 187
gr 133
y 383
p -103
r -9
cm 197391
ry -49
rp 98
rr -20
ay -49
ap 3000
ar -655
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1526
gy 3
gp 2
gr 1
y 377
p -98
r -12
cm 198752
ry -49
rp 100
rr -8
ay -49
ap 3000
ar -254
chp 0
chr 0
chy -41
bs 1500
m1 1549
m2 1553
gy -168
gp 680
gr -587
y 403
p -56
r 7
cm 200090
ry -49
rp 98
rr 41
ay -49
ap 2548
ar 1196
chp 0
chr 0
chy -41
bs 1500
m1 1492
m2 1583
gy -205
gp -50
gr -232
y 424
p -35
r 27
cm 201460
ry -49
rp 99
rr 64
ay -49
ap 2941
ar 1702
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1649
gy 128
gp -169
gr -720
y 491
p -104
r 72
cm 202800
ry -49
rp 100
rr 100
ay -49
ap 3000
ar 3000
chp 0
chr 0
chy -41
bs 1500
m1 1546
m2 1644
gy 477
gp 302
gr 1
y 486
p -99
r 79
cm 204148
ry -49
rp 98
rr 97
ay -49
ap 3000
ar 3000
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1649
gy -151
gp -47
gr 105
y 463
p -81
r 67
cm 205476
ry -49
rp 100
rr 100
ay -49
ap 3000
ar 3000
chp 0
chr 0
chy -41
bs 1500
m1 1534
m2 1609
gy -89
gp -63
gr 200
y 424
p -52
r 30
cm 206836
ry -49
rp 100
rr 33
ay -49
ap 3000
ar 877
chp 0
chr 0
chy -41
bs 1500
m1 1551
m2 1544
gy 271
gp 264
gr 96
y 413
p -52
r -3
cm 208181
ry -49
rp 70
rr -4
ay -49
ap 2066
ar -100
chp 0
chr 0
chy -41
bs 1500
m1 1485
m2 1526
gy -157
gp -29
gr 311
y 405
p -28
r -26
cm 209544
ry -49
rp 69
rr -56
ay -49
ap 1857
ar -1754
chp 0
chr 0
chy -41
bs 1500
m1 1515
m2 1458
gy 245
gp 21
gr 107
y 405
p -49
r -48
cm 210890
ry -49
rp 92
rr -86
ay -49
ap 2743
ar -2387
chp 0
chr 0
chy -41
bs 1500
m1 1538
m2 1464
gy 10
gp 492
gr 199
y 415
p -30
r -53
cm 212241
ry -49
rp 39
rr -78
ay -49
ap 806
ar -2217
chp 0
chr 0
chy -41
bs 1500
m1 1461
m2 1475
gy 44
gp 36
gr -169
y 444
p -1
r -37
cm 213591
ry -49
rp -3
rr -39
ay -49
ap 0
ar -1362
chp 0
chr 0
chy -41
bs 1500
m1 1453
m2 1509
gy -54
gp 66
gr 67
y 446
p 4
r -22
cm 214946
ry -49
rp -9
rr -37
ay -49
ap -302
ar -1008
chp 0
chr 0
chy -41
bs 1500
m1 1438
m2 1512
gy 143
gp 6
gr 10
y 435
p 7
r -26
cm 216307
ry -49
rp 0
rr -43
ay -49
ap 151
ar -1159
chp 0
chr 0
chy -41
bs 1500
m1 1495
m2 1503
gy 592
gp -25
gr -90
y 373
p -24
r -11
cm 217675
ry -49
rp 44
rr -17
ay -49
ap 1108
ar -302
chp 0
chr 0
chy -41
bs 1500
m1 1491
m2 1549
gy -283
gp -161
gr -51
