1024
FIFO overflow!
ry -3
rp 1
rr -29
ay 3
ap 30
ar -496
chp 0
chr -21
chy 0
bs 1330
m1 1328
m2 1304
gy 0
gp 1
gr 2
y 749
p -1
r 2
cm 39247
ry -3
rp 1
rr -29
ay 3
ap 28
ar -496
chp 0
chr -21
chy 0
bs 1330
m1 1351
m2 1288
gy 350
gp 8
gr -6
y 704
p -1
r 3
cm 40448
ry 41
rp 2
rr -32
ay -42
ap 29
ar -496
chp 0
chr -21
chy 0
bs 1330
m1 1371
m2 1253
gy 2
gp -14
gr 87
y 702
p -1
r 2
cm 41664
ry 44
rp 0
rr -34
ay -44
ap 25
ar -475
chp 0
chr -21
chy 0
bs 1330
m1 1366
m2 1278
gy 20
gp -15
gr 154
y 709
p -1
r 2
cm 42883
ry 36
rp 0
rr -31
ay -43
ap 25
ar -525
chp 0
chr -21
chy 0
bs 1330
m1 1371
m2 1261
gy 12
gp -21
gr 5
y 704
p -1
r 3
cm 44082
ry 43
rp 4
rr -20
ay -43
ap 28
ar -472
chp 0
chr -21
chy 0
bs 1330
m1 1376
m2 1262
gy 23
gp -1
gr 23
y 700
p -2
r 4
cm 45330
ry 46
rp 3
rr -26
ay -46
ap 25
ar -425
chp 0
chr -21
chy 0
bs 1330
m1 1379
m2 1257
gy 2
gp 2
gr 12
y 699
p -1
r 3
cm 46511
ry 47
rp 2
rr -28
ay -46
ap 27
ar -472
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1258
gy 26
gp -11
gr 18
y 700
p -1
r 4
cm 47768
ry 46
rp 1
rr -25
ay -46
ap 30
ar -448
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1259
gy 24
gp 21
gr 0
y 700
p -2
r 5
cm 48946
ry 46
rp 2
rr -27
ay -46
ap 56
ar -448
chp 0
chr -22
chy 0
bs 1330
m1 1380
m2 1263
gy -1
gp 74
gr -8
y 700
p -1
r 5
cm 50193
ry 45
rp 2
rr -30
ay -46
ap 25
ar -425
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1255
gy -3
gp 15
gr -2
y 700
p -1
r 5
cm 51375
ry 46
rp 1
rr -28
ay -45
ap 28
ar -448
chp 0
chr -22
chy 0
bs 1330
m1 1378
m2 1258
gy -3
gp -2
gr 4
y 701
p -1
r 5
cm 52622
ry 45
rp 1
rr -31
ay -45
ap 25
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1379
m2 1255
gy -21
gp 0
gr 21
y 700
p -1
r 3
cm 53819
ry 47
rp 1
rr -32
ay -47
ap 25
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1379
m2 1251
gy 13
gp 0
gr -6
y 700
p -1
r 3
cm 55041
ry 46
rp 3
rr -31
ay -46
ap 50
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1379
m2 1253
gy 32
gp 9
gr 53
y 701
p -2
r 1
cm 56260
ry 46
rp 2
rr -35
ay -46
ap 50
ar -525
chp 0
chr -22
chy 0
bs 1330
m1 1376
m2 1256
gy -1
gp -2
gr 30
y 700
p -1
r 2
cm 57457
ry 46
rp 1
rr -30
ay -46
ap 27
ar -520
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1253
gy 0
gp 1
gr 1
y 700
p -1
r 3
cm 58695
ry 46
rp 1
rr -31
ay -46
ap 27
ar -496
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1253
gy 0
gp 2
gr 2
y 700
p 0
r 3
cm 59875
ry 46
rp 2
rr -33
ay -46
ap 25
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 3
gp 0
gr -41
y 700
p -1
r 3
cm 61133
ry 46
rp 1
rr -31
ay -46
ap 25
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1378
m2 1255
gy 2
gp 1
gr 9
y 700
p -1
r 3
cm 62314
ry 46
rp 1
rr -29
ay -46
ap 25
ar -475
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 63563
ry 46
rp 1
rr -31
ay -46
ap 28
ar -496
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 2
gr 2
y 700
p -1
r 3
cm 64743
ry 46
rp 1
rr -29
ay -46
ap 25
ar -450
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1256
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 65981
ry 46
rp 1
rr -28
ay -46
ap 26
ar -468
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 3
y 700
p -1
r 3
cm 67178
ry 46
rp 1
rr -29
ay -46
ap 27
ar -472
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 3
y 700
p -1
r 3
cm 68410
ry 46
rp 1
rr -28
ay -46
ap 45
ar -817
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 69627
ry 46
rp 1
rr -29
ay -46
ap 46
ar -838
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1256
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 70827
ry 46
rp 1
rr -29
ay -46
ap 45
ar -824
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 72067
ry 46
rp 1
rr -29
ay -46
ap 45
ar -824
chp 0
chr -21
chy 0
bs 1330
m1 1377
m2 1255
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 73254
ry 46
rp 1
rr -29
ay -46
ap 45
ar -862
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 0
gp 1
gr 2
y 700
p -1
r 3
cm 74505
ry 46
rp 1
rr -30
ay -46
ap 45
ar -862
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 0
gp 2
gr 2
y 700
p -1
r 3
cm 75681
ry 46
rp 1
rr -31
ay -46
ap 47
ar -893
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1253
gy 0
gp 1
gr 3
y 700
p -1
r 3
cm 76940
ry 46
rp 1
rr -30
ay -46
ap 46
ar -885
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 0
gp 1
gr 3
y 700
p -1
r 3
cm 78118
ry 46
rp 1
rr -30
ay -46
ap 45
ar -862
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 0
gp 1
gr 3
y 700
p -1
r 3
cm 79360
ry 46
rp 1
rr -30
ay -46
ap 46
ar -877
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy -17
gp -2
gr 0
y 699
p -1
r 3
cm 80558
ry 46
rp 1
rr -30
ay -46
ap 47
ar -893
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1251
gy -13
gp 0
gr 1
y 701
p -1
r 2
cm 81787
ry 44
rp 1
rr -32
ay -43
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1373
m2 1256
gy -7
gp 1
gr 0
y 704
p -1
r 2
cm 83004
ry 42
rp 1
rr -33
ay -42
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1373
m2 1256
gy 1
gp 2
gr 4
y 704
p -1
r 2
cm 84213
ry 42
rp 1
rr -31
ay -42
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1373
m2 1256
gy -10
gp 1
gr 1
y 705
p -1
r 2
cm 85451
ry 40
rp 1
rr -33
ay -40
ap 46
ar -932
chp 0
chr -22
chy 0
bs 1330
m1 1370
m2 1260
gy 6
gp 2
gr 1
y 707
p -1
r 2
cm 86642
ry 38
rp 1
rr -33
ay -38
ap 46
ar -932
chp 0
chr -22
chy 0
bs 1330
m1 1368
m2 1260
gy -11
gp 4
gr 10
y 709
p -1
r 1
cm 87898
ry 36
rp 1
rr -34
ay -36
ap 47
ar -985
chp 0
chr -22
chy 0
bs 1330
m1 1366
m2 1262
gy -15
gp 0
gr 12
y 712
p -1
r 1
cm 89080
ry 34
rp 1
rr -31
ay -33
ap 45
ar -862
chp 0
chr -20
chy 0
bs 1330
m1 1364
m2 1267
gy -20
gp 2
gr 0
y 714
p -1
r 1
cm 90338
ry 32
rp 1
rr -31
ay -31
ap 46
ar -885
chp 0
chr -20
chy 0
bs 1330
m1 1362
m2 1269
gy -24
gp 1
gr -3
y 716
p -1
r 1
cm 91533
ry 29
rp 1
rr -30
ay -29
ap 45
ar -862
chp 0
chr -20
chy 0
bs 1330
m1 1360
m2 1270
gy -28
gp 0
gr 6
y 718
p -1
r 1
cm 92784
ry 27
rp 1
rr -30
ay -27
ap 47
ar -895
chp 0
chr -20
chy 0
bs 1330
m1 1358
m2 1272
gy -50
gp 1
gr 8
y 720
p -1
r 1
cm 93984
ry 26
rp 1
rr -31
ay -25
ap 45
ar -862
chp 0
chr -20
chy 0
bs 1330
m1 1355
m2 1276
gy -16
gp 0
gr 11
y 722
p -1
r 1
cm 95222
ry 24
rp 1
rr -29
ay -24
ap 46
ar -885
chp 0
chr -20
chy 0
bs 1330
m1 1352
m2 1279
gy -23
gp 0
gr 13
y 725
p -1
r 1
cm 96439
ry 21
rp 1
rr -29
ay -22
ap 46
ar -831
chp 0
chr -20
chy 0
bs 1330
m1 1354
m2 1278
gy 1
gp 1
gr 5
y 723
p -1
r 2
cm 97660
ry 24
rp 1
rr -30
ay -24
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1356
m2 1275
gy 0
gp 1
gr 2
y 720
p -1
r 2
cm 98896
ry 26
rp 1
rr -30
ay -26
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1358
m2 1272
gy 31
gp 22
gr -23
y 718
p -1
r 2
cm 100099
ry 28
rp 1
rr -32
ay -28
ap 45
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1358
m2 1272
gy -74
gp 5
gr 6
y 721
p -1
r 1
cm 101355
ry 24
rp 1
rr -33
ay -24
ap 47
ar -940
chp 0
chr -21
chy 0
bs 1330
m1 1355
m2 1275
gy -19
gp 5
gr 3
y 722
p -1
r 1
cm 102545
ry 24
rp 1
rr -32
ay -24
ap 46
ar -924
chp 0
chr -21
chy 0
bs 1330
m1 1354
m2 1275
gy -7
gp 0
gr 1
y 723
p -1
r 1
cm 103812
ry 22
rp 1
rr -31
ay -22
ap 45
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1353
m2 1275
gy -8
gp 0
gr 0
y 724
p -1
r 1
cm 105001
ry 21
rp 1
rr -32
ay -21
ap 46
ar -924
chp 0
chr -21
chy 0
bs 1330
m1 1352
m2 1277
gy -26
gp 0
gr 0
y 727
p -1
r 1
cm 106261
ry 19
rp 1
rr -32
ay -19
ap 46
ar -924
chp 0
chr -21
chy 0
bs 1330
m1 1349
m2 1281
gy -11
gp 2
gr 0
y 728
p -1
r 1
cm 107448
ry 18
rp 1
rr -32
ay -18
ap 45
ar -916
chp 0
chr -21
chy 0
bs 1330
m1 1349
m2 1280
gy -15
gp 3
gr 3
y 728
p -1
r 1
cm 108696
ry 18
rp 1
rr -32
ay -19
ap 45
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1350
m2 1280
gy -22
gp 7
gr 5
y 727
p -1
r 1
cm 109897
ry 18
rp 1
rr -33
ay -18
ap 46
ar -924
chp 0
chr -21
chy 0
bs 1330
m1 1350
m2 1279
gy -3
gp 2
gr 2
y 727
p -1
r 1
cm 111129
ry 20
rp 1
rr -31
ay -20
ap 45
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1351
m2 1278
gy -3
gp 2
gr 2
y 726
p 0
r 1
cm 112345
ry 20
rp 0
rr -32
ay -21
ap 0
ar -924
chp 0
chr -21
chy 0
bs 1330
m1 1350
m2 1278
gy -26
gp 5
gr 5
y 726
p 0
r 1
cm 113525
ry 20
rp 0
rr -34
ay -19
ap 0
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1349
m2 1278
gy -2
gp 9
gr 8
y 727
p 0
r 0
cm 114753
ry 19
rp 0
rr -33
ay -20
ap 0
ar -970
chp 0
chr -21
chy 0
bs 1330
m1 1351
m2 1276
gy 17
gp 2
gr -2
y 724
p 0
r 0
cm 115911
ry 22
rp 0
rr -34
ay -23
ap 0
ar -985
chp 0
chr -21
chy 0
bs 1330
m1 1354
m2 1272
gy -2
gp 5
gr 1
y 721
p 0
r 0
cm 117144
ry 25
rp 0
rr -33
ay -26
ap 0
ar -985
chp 0
chr -21
chy 0
bs 1330
m1 1356
m2 1270
gy 17
gp 2
gr 6
y 719
p 0
r 0
cm 118297
ry 28
rp 0
rr -34
ay -28
ap 0
ar -961
chp 0
chr -21
chy 0
bs 1330
m1 1359
m2 1268
gy 4
gp 7
gr 3
y 716
p 0
r 0
cm 119529
ry 30
rp 0
rr -33
ay -31
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1362
m2 1264
gy 0
gp 0
gr 4
y 713
p 0
r 0
cm 120698
ry 33
rp 0
rr -33
ay -33
ap 0
ar -985
chp 0
chr -21
chy 0
bs 1330
m1 1365
m2 1261
gy -22
gp -12
gr -12
y 712
p 0
r 0
cm 121907
ry 34
rp 0
rr -33
ay -34
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1365
m2 1262
gy -27
gp 9
gr -2
y 712
p 0
r 0
cm 123095
ry 32
rp 0
rr -34
ay -32
ap 0
ar -961
chp 0
chr -21
chy 0
bs 1330
m1 1361
m2 1267
gy 34
gp -26
gr 40
y 713
p 0
r 1
cm 124566
ry 34
rp -1
rr -28
ay -34
ap 0
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1365
m2 1264
gy 40
gp -13
gr 23
y 710
p -1
r 2
cm 125762
ry 36
rp 1
rr -32
ay -37
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1369
m2 1262
gy 2
gp 7
gr 4
y 707
p -1
r 2
cm 126982
ry 39
rp 1
rr -31
ay -40
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1372
m2 1259
gy 0
gp 1
gr 2
y 704
p -1
r 2
cm 128228
ry 42
rp 1
rr -31
ay -42
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1374
m2 1257
gy 1
gp 1
gr 2
y 702
p -1
r 2
cm 129421
ry 45
rp 1
rr -30
ay -45
ap 46
ar -885
chp 0
chr -22
chy 0
bs 1330
m1 1377
m2 1254
gy 0
gp 1
gr 2
y 699
p -1
r 2
cm 130675
ry 47
rp 1
rr -31
ay -48
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1250
gy 1
gp 1
gr 1
y 697
p -1
r 2
cm 131857
ry 50
rp 1
rr -31
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 3
y 694
p -1
r 2
cm 133115
ry 50
rp 1
rr -30
ay -50
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 134302
ry 50
rp 1
rr -30
ay -50
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 135554
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 136742
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 137979
ry 50
rp 1
rr -30
ay -50
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 139182
ry 50
rp 1
rr -30
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 140396
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 141618
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 142814
ry 50
rp 1
rr -30
ay -50
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 144066
ry 50
rp 1
rr -31
ay -50
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 145252
ry 50
rp 1
rr -30
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 146503
ry 50
rp 1
rr -30
ay -50
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 147682
ry 50
rp 1
rr -31
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 148931
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 150118
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 1
y 692
p -1
r 2
cm 151359
ry 50
rp 1
rr -30
ay -50
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 2
y 692
p -1
r 2
cm 152567
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 0
gp 1
gr 3
y 692
p -1
r 2
cm 153788
ry 50
rp 1
rr -30
ay -50
ap 45
ar -862
chp 0
chr -23
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 155014
ry 50
rp 1
rr -31
ay -50
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 156205
ry 50
rp 1
rr -32
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 157450
ry 50
rp 1
rr -32
ay -50
ap 46
ar -924
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1247
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 158629
ry 50
rp 1
rr -32
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 1
y 691
p -1
r 2
cm 159887
ry 50
rp 1
rr -31
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 161059
ry 50
rp 1
rr -32
ay -50
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 162318
ry 50
rp 1
rr -32
ay -50
ap 46
ar -924
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 163496
ry 50
rp 1
rr -31
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 164726
ry 50
rp 1
rr -32
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 165925
ry 50
rp 1
rr -32
ay -50
ap 45
ar -908
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 2
y 691
p -1
r 2
cm 167143
ry 50
rp 1
rr -31
ay -50
ap 46
ar -932
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1248
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 168363
ry 50
rp 1
rr -31
ay -50
ap 47
ar -940
chp 0
chr -22
chy 0
bs 1330
m1 1381
m2 1249
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 169559
ry 50
rp 1
rr -32
ay -50
ap 45
ar -908
chp 0
chr -20
chy 0
bs 1330
m1 1381
m2 1252
gy 0
gp 1
gr 3
y 691
p -1
r 2
cm 170801
ry 50
rp 1
rr -29
ay -50
ap 45
ar -824
chp 0
chr -20
chy 0
bs 1330
m1 1375
m2 1248
gy 67
gp 59
gr 126
y 690
p 0
r 0
cm 171969
ry 50
rp 0
rr -34
ay -50
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1247
gy 3
gp 3
gr 9
y 690
p 0
r 0
cm 173199
ry 50
rp 0
rr -33
ay -50
ap 0
ar -985
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1246
gy -16
gp -11
gr -18
y 690
p 0
r 1
cm 174356
ry 50
rp 0
rr -35
ay -50
ap 0
ar -970
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1246
gy 0
gp 0
gr 3
y 690
p 0
r 0
cm 175576
ry 50
rp 0
rr -34
ay -50
ap 0
ar -978
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1247
gy 0
gp 2
gr 3
y 690
p 0
r 0
cm 176743
ry 50
rp 0
rr -34
ay -50
ap 0
ar -961
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1247
gy 0
gp 1
gr 0
y 690
p 0
r 0
cm 177943
ry 50
rp 0
rr -34
ay -50
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1247
gy 0
gp 1
gr 3
y 690
p 0
r 0
cm 179128
ry 50
rp 0
rr -34
ay -50
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1247
gy 0
gp 1
gr 2
y 690
p 0
r 0
cm 180298
ry 50
rp 0
rr -33
ay -50
ap 0
ar -953
chp 0
chr -21
chy 0
bs 1330
m1 1380
m2 1246
gy 1
gp -4
gr 29
y 690
p 0
r 0
cm 181508
ry 50
rp 0
rr -32
ay -50
ap 0
ar -908
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 35
gp 12
gr 90
y 690
p -1
r 2
cm 182689
ry 50
rp 1
rr -29
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1251
gy 0
gp -13
gr -31
y 690
p -1
r 2
cm 183955
ry 50
rp 1
rr -30
ay -50
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1248
gy -4
gp 5
gr 22
y 690
p -1
r 2
cm 185145
ry 50
rp 1
rr -30
ay -50
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy 1
gp 0
gr 0
y 690
p -1
r 2
cm 186404
ry 50
rp 0
rr -31
ay -50
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1381
m2 1250
gy -6
gp 2
gr -3
y 690
p -1
r 2
cm 187594
ry 50
rp 1
rr -34
ay -50
ap 47
ar -985
chp 0
chr -23
chy 0
bs 1330
m1 1381
m2 1247
gy 6
gp -1
gr 30
y 690
p -1
r 2
cm 188841
ry 50
rp 1
rr -33
ay -50
ap 45
ar -961
chp 0
chr -23
chy 0
bs 1330
m1 1381
m2 1247
gy 8
gp 21
gr 29
y 690
p 0
r 1
cm 190032
ry 50
rp 0
rr -34
ay -50
ap 0
ar -998
chp 0
chr -23
chy 0
bs 1330
m1 1380
m2 1245
gy -3
gp 12
gr -23
y 690
p 0
r 0
cm 191238
ry 50
rp 0
rr -35
ay -50
ap 0
ar -1000
chp 0
chr -23
chy 0
