1024
FIFO overflow!
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 51431
ry -1
rp -1
rr 0
ay -20
ap -25
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1330
m2 1330
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 52850
ry -1
rp -1
rr 0
ay -20
ap -25
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1330
m2 1330
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 54272
ry -1
rp -1
rr 0
ay -20
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 55690
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 57101
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 1
gr 0
y -32
p 1
r 0
cm 58517
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 59937
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 61357
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 62781
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 1
y -32
p 1
r 0
cm 64204
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 65629
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 67058
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 68480
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 1
y -32
p 1
r 0
cm 69907
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 71323
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 72734
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 1
gr 0
y -32
p 1
r 0
cm 74152
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 1
y -32
p 1
r 0
cm 75579
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 77001
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 78417
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 79835
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 81248
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 1
gr 1
y -32
p 1
r 0
cm 82673
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 84090
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 85505
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 86920
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 88336
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy 0
gp 0
gr 0
y -32
p 1
r 0
cm 89755
ry -9
rp -1
rr 0
ay -137
ap -45
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1334
m2 1326
gy -11
gp 1
gr 1
y -32
p 1
r 0
cm 91107
ry -11
rp -4
rr 0
ay -137
ap -162
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1401
m2 1393
gy 5
gp -2
gr -9
y -32
p 1
r 0
cm 92393
ry -9
rp -11
rr 0
ay -137
ap -354
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1398
m2 1388
gy 21
gp -10
gr 77
y -32
p 1
r 0
cm 93644
ry -10
rp -17
rr 1
ay -137
ap -545
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1395
m2 1387
gy 27
gp -29
gr 14
y -32
p 1
r 0
cm 94932
ry -9
rp -19
rr 0
ay -137
ap -545
ar 0
chp 0
chr 0
chy 0
bs 1407
m1 1401
m2 1397
gy 12
gp 5
gr 28
y -32
p 1
r 0
cm 96169
ry -10
rp -20
rr 0
ay -137
ap -545
ar 0
chp 0
chr 0
chy 0
bs 1447
m1 1444
m2 1434
gy -19
gp 1
gr 12
y -32
p 0
r 0
cm 97442
ry -8
rp -18
rr 0
ay -137
ap -500
ar 0
chp 0
chr 0
chy 0
bs 1475
m1 1472
m2 1462
gy -36
gp -54
gr -19
y -31
p -3
r 0
cm 98678
ry -8
rp 4
rr 0
ay -68
ap 689
ar 52
chp -8
chr 0
chy 0
bs 1497
m1 1511
m2 1509
gy -35
gp 23
gr 134
y -25
p 2
r -5
cm 99999
ry 70
rp 23
rr -10
ay 1653
ap 498
ar -392
chp 0
chr 0
chy 0
bs 1512
m1 1494
m2 1540
gy 486
gp 20
gr 114
y -39
p -4
r -1
cm 101257
ry -64
rp 9
rr 9
ay -689
ap 269
ar -319
chp 0
chr 0
chy 0
bs 1521
m1 1502
m2 1548
gy 49
gp -188
gr 191
y -28
p -7
r 0
cm 102577
ry -4
rp 15
rr -15
ay -275
ap 443
ar -496
chp 0
chr 0
chy 0
bs 1528
m1 1551
m2 1519
gy -163
gp -92
gr 130
y -33
p -6
r 2
cm 103825
ry -49
rp 28
rr -21
ay -964
ap 680
ar -430
chp 1
chr 0
chy 0
bs 1531
m1 1577
m2 1513
gy -470
gp 200
gr 209
y -24
p -5
r -5
cm 105145
ry -13
rp 19
rr -19
ay -482
ap 500
ar -178
chp 1
chr 0
chy 0
bs 1538
m1 1537
m2 1547
gy -97
gp 24
gr 137
y -29
p 0
r 4
cm 106411
ry -36
rp 21
rr 0
ay -482
ap 185
ar 159
chp 1
chr -11
chy 0
bs 1539
m1 1581
m2 1515
gy 132
gp -66
gr 234
y -48
p -10
r 0
cm 107741
ry -70
rp 8
rr -24
ay -1791
ap 385
ar -453
chp 5
chr -4
chy 0
bs 1523
m1 1581
m2 1483
gy -144
gp 107
gr -44
y -56
p -2
r 1
cm 108997
ry -67
rp 8
rr -24
ay -551
ap -369
ar -545
chp 18
chr -4
chy 0
bs 1523
m1 1526
m2 1520
gy 153
gp 233
gr 0
y -35
p -10
r 3
cm 110318
ry -26
rp -10
rr -9
ay -137
ap 164
ar -385
chp 0
chr 0
chy 0
bs 1537
m1 1627
m2 1517
gy -133
gp 53
gr -185
y -33
p 3
r 12
cm 111577
ry 11
rp 0
rr 0
ay 137
ap 315
ar 66
chp 6
chr 0
chy 0
bs 1531
m1 1559
m2 1517
gy -37
gp -263
gr -243
y -34
p -17
r 11
cm 112883
ry 27
rp 26
rr -15
ay 689
ap 631
ar -669
chp 8
chr -10
chy 0
bs 1530
m1 1507
m2 1541
gy 358
gp -303
gr 149
y -35
p -12
r 0
cm 114155
ry -70
rp 7
rr -18
ay -1102
ap 85
ar -398
chp 0
chr -2
chy 0
bs 1538
m1 1561
m2 1523
gy -96
gp 339
gr -101
y -31
p 13
r 7
cm 115466
ry -19
rp 36
rr -46
ay -413
ap 840
ar -680
chp 0
chr 0
chy 0
bs 1537
m1 1562
m2 1518
gy -4
gp -421
gr 461
y -38
p -9
r -11
cm 116741
ry -65
rp 2
rr 21
ay -826
ap 405
ar 727
chp 0
chr 0
chy 0
bs 1537
m1 1588
m2 1500
gy 199
gp -97
gr -304
y -55
p -4
r 5
cm 118031
ry -70
rp 26
rr 1
ay -3000
ap 815
ar 41
chp 0
chr 0
chy 0
bs 1537
m1 1587
m2 1511
gy 147
gp -68
gr -173
y -112
p -4
r 3
cm 119309
ry -70
rp 18
rr -2
ay -3000
ap 545
ar -133
chp 0
chr -11
chy 0
bs 1538
m1 1581
m2 1501
gy -507
gp 203
gr 73
y -72
p 6
r 6
cm 120585
ry -70
rp 5
rr 0
ay -482
ap 94
ar -395
chp 0
chr -11
chy 0
bs 1540
m1 1556
m2 1530
gy 263
gp -68
gr 111
y -42
p -2
r 6
cm 121874
ry -58
rp 15
rr -17
ay -826
ap 388
ar -635
chp 0
chr 0
chy 0
bs 1538
m1 1610
m2 1498
gy -169
gp 184
gr 97
y -40
p 0
r -7
cm 123144
ry 29
rp 17
rr -23
ay 689
ap 428
ar -635
chp 0
chr -9
chy 0
bs 1537
m1 1541
m2 1549
gy 264
gp -13
gr -202
y -33
p -2
r 4
cm 124444
ry -60
rp 21
rr 11
ay -757
ap 500
ar -29
chp 0
chr -6
chy 0
bs 1538
m1 1536
m2 1540
gy -107
gp -293
gr -476
y -17
p -11
r -1
cm 125723
ry 1
rp -11
rr -3
ay -344
ap 377
ar -54
chp -9
chr 0
chy 0
bs 1548
m1 1563
m2 1543
gy -249
gp -76
gr 102
y -19
p 8
r -8
cm 127031
ry 54
rp 33
rr -12
ay 482
ap 815
ar -619
chp -3
chr -24
chy 0
bs 1548
m1 1597
m2 1545
gy 396
gp -5
gr 938
y -75
p -6
r -9
cm 128292
ry -70
rp 11
rr -31
ay -1998
ap 164
ar -635
chp -8
chr 0
chy 0
bs 1550
m1 1572
m2 1550
gy 221
gp -53
gr 58
y -38
p 0
r -3
cm 129607
ry -59
rp 8
rr -11
ay -826
ap 182
ar -545
chp -1
chr -8
chy 0
bs 1550
m1 1579
m2 1553
gy -17
gp -75
gr 261
y -36
p -8
r 4
cm 130875
ry -35
rp 28
rr -3
ay -551
ap 725
ar -124
chp 0
chr 0
chy 0
bs 1549
m1 1593
m2 1535
gy -151
gp -3
gr -201
y -30
p 2
r 2
cm 132197
ry 28
rp 20
rr -12
ay 413
ap 860
ar -402
chp -17
chr 0
chy 0
bs 1548
m1 1570
m2 1554
gy 63
gp -216
gr -26
y -34
p -3
r 2
cm 133448
ry -10
rp 33
rr -14
ay 0
ap 1310
ar -394
chp -22
chr 0
chy 0
bs 1547
m1 1565
m2 1561
gy 48
gp -2
gr 88
y -31
p 11
r -1
cm 134772
ry -19
rp 38
rr -5
ay -344
ap 1040
ar -244
chp -22
chr 0
chy 0
bs 1547
m1 1577
m2 1551
gy -31
gp -146
gr -38
y -32
p 0
r 0
cm 136014
ry -11
rp 41
rr -10
ay -275
ap 1085
ar -194
chp -16
chr 0
chy 0
bs 1539
m1 1563
m2 1563
gy 43
gp 46
gr 74
y -33
p 1
r -1
cm 137330
ry -12
rp 41
rr 5
ay -206
ap 1265
ar 136
chp -15
chr -3
chy 0
bs 1541
m1 1574
m2 1550
gy -46
gp -223
gr -58
y -35
p -5
r 5
cm 138593
ry -19
rp 37
rr -5
ay -275
ap 995
ar -265
chp -16
chr -3
chy 0
bs 1548
m1 1594
m2 1534
gy 33
gp -112
gr 134
y -42
p 2
r 0
cm 139920
ry -36
rp 37
rr -14
ay -275
ap 950
ar -476
chp -16
chr -3
chy 0
bs 1548
m1 1562
m2 1560
gy 36
gp 76
gr 10
y -28
p 11
r 0
cm 141179
ry 2
rp 33
rr -21
ay 68
ap 995
ar -545
chp -16
chr -2
chy 0
bs 1547
m1 1574
m2 1546
gy 199
gp -2
gr -172
y -42
p 7
r 8
cm 142505
ry -69
rp 39
rr -11
ay -757
ap 1040
ar -223
chp -16
chr 0
chy 0
bs 1543
m1 1584
m2 1538
gy 40
gp -114
gr -221
y -38
p 1
r 2
cm 143767
ry -46
rp 45
rr 0
ay -620
ap 1130
ar -137
chp -15
chr 0
chy 0
bs 1542
m1 1582
m2 1544
gy -25
gp 60
gr 99
y -35
p 3
r -1
cm 145073
ry -19
rp 34
rr 6
ay -344
ap 1040
ar 185
chp -5
chr 0
chy 0
bs 1536
m1 1579
m2 1531
gy -5
gp 39
gr -87
y -41
p -2
r 2
cm 146333
ry -62
rp 27
rr 0
ay -895
ap 815
ar -12
chp -8
chr 0
chy 0
bs 1551
m1 1593
m2 1527
gy -47
gp 41
gr 151
y -40
p 7
r -4
cm 147642
ry -14
rp 21
rr -7
ay -137
ap 680
ar -227
chp -9
chr 0
chy 0
bs 1549
m1 1575
m2 1549
gy 29
gp 46
gr -71
y -37
p 5
r 2
cm 148912
ry -27
rp 24
rr -3
ay -344
ap 725
ar 10
chp -9
chr 0
chy 0
bs 1548
m1 1578
m2 1546
gy -45
gp -69
gr 46
y -34
p 0
r -1
cm 150211
ry -11
rp 28
rr -8
ay -206
ap 860
ar -331
chp -1
chr 0
chy 0
bs 1549
m1 1591
m2 1549
gy 32
gp -58
gr 270
y -42
p -10
r -5
cm 151497
ry -57
rp 17
rr -6
ay -826
ap 680
ar -198
chp 0
chr 0
chy 0
bs 1549
m1 1589
m2 1529
gy -290
gp 265
gr -42
y -28
p 6
r -1
cm 152778
ry 37
rp 25
rr -8
ay 551
ap 725
ar -148
chp -11
chr 0
chy 0
bs 1551
m1 1565
m2 1569
gy 158
gp -30
gr -150
y -32
p 1
r 4
cm 154074
ry -18
rp 30
rr 6
ay -344
ap 860
ar 120
chp -11
chr 0
chy 0
bs 1549
m1 1574
m2 1558
gy -111
gp 64
gr 110
y -29
p 0
r -4
cm 155354
ry 26
rp 33
rr -11
ay 275
ap 860
ar -238
chp -8
chr 0
chy 0
bs 1554
m1 1584
m2 1552
gy 123
gp 64
gr 237
y -40
p 4
r -3
cm 156653
ry -47
rp 19
rr 8
ay -620
ap 499
ar 149
chp -1
chr 0
chy 0
bs 1551
m1 1585
m2 1539
gy 19
gp -169
gr 36
y -38
p -9
r -3
cm 157931
ry -18
rp 25
rr -1
ay -206
ap 905
ar -146
chp -12
chr 0
chy 0
bs 1548
m1 1577
m2 1543
gy 56
gp -42
gr -22
y -37
p 3
r 1
cm 159239
ry -25
rp 32
rr -6
ay -344
ap 905
ar -203
chp -12
chr 0
chy 0
bs 1548
m1 1592
m2 1538
gy 62
gp 27
gr 134
y -42
p 5
r -4
cm 160499
ry -56
rp 31
rr -11
ay -551
ap 680
ar -531
chp -8
chr 0
chy 0
bs 1548
m1 1588
m2 1544
gy 160
gp -24
gr 37
y -44
p -9
r 2
cm 161810
ry -70
rp 17
rr -11
ay -1929
ap 500
ar -227
chp 0
chr 0
chy 0
bs 1551
m1 1596
m2 1526
gy 758
gp -7
gr 50
y -127
p -5
r 2
cm 163065
ry -70
rp 11
rr 2
ay -3000
ap 95
ar -88
chp 0
chr 0
chy 0
bs 1560
m1 1604
m2 1542
gy -298
gp 318
gr -119
y -174
p 6
r 1
cm 164384
ry -70
rp 3
rr -5
ay -3000
ap 141
ar -95
chp 0
chr 0
chy 0
bs 1559
m1 1585
m2 1529
gy -985
gp -43
gr 192
y -35
p -2
r 0
cm 165634
ry 70
rp 16
rr -8
ay 1515
ap 394
ar -252
chp 0
chr 0
chy 0
bs 1554
m1 1569
m2 1551
gy 237
gp -22
gr 322
y -46
p 2
r -4
cm 166951
ry -70
rp 12
rr 8
ay -1171
ap 497
ar 225
chp -9
chr 0
chy 0
bs 1553
m1 1594
m2 1530
gy -12
gp -173
gr 93
y -41
p 2
r -3
cm 168200
ry -44
rp 35
rr 0
ay -482
ap 770
ar -178
chp -5
chr 0
chy 0
bs 1538
m1 1552
m2 1556
gy -46
gp 0
gr 51
y -23
p -4
r -1
cm 169520
ry 41
rp 29
rr -7
ay 620
ap 815
ar -292
chp -6
chr 0
chy 0
bs 1541
m1 1534
m2 1574
gy 94
gp 127
gr -224
y -20
p 4
r 2
cm 170772
ry 24
rp 32
rr -16
ay 413
ap 860
ar -418
chp -8
chr 0
chy 0
bs 1542
m1 1540
m2 1572
gy 41
gp 90
gr -103
y -23
p 2
r 4
cm 172096
ry 27
rp 15
rr -20
ay 620
ap 294
ar -519
chp -4
chr 0
chy -1
bs 1550
m1 1555
m2 1585
gy 158
gp 199
gr -82
y -26
p -5
r 3
cm 173356
ry 3
rp 25
rr -3
ay 137
ap 545
ar -427
chp -2
chr 0
chy 0
bs 1559
m1 1546
m2 1582
gy 42
gp 115
gr -131
y -25
p 0
r 3
cm 174686
ry -25
rp 38
rr 26
ay -689
ap 860
ar 642
chp -2
chr 0
chy 0
bs 1563
m1 1610
m2 1540
gy 356
gp 273
gr 106
y -74
p 4
r -3
cm 175937
ry -70
rp 0
rr -9
ay -3000
ap 239
ar -188
chp -6
chr 0
chy 0
bs 1556
m1 1597
m2 1525
gy -482
gp -84
gr -176
y -33
p 0
r 2
cm 177243
ry -50
rp 41
rr -5
ay -964
ap 905
ar -17
chp -6
chr -1
chy 0
bs 1556
m1 1593
m2 1539
gy 328
gp -36
gr 239
y -79
p 0
r -1
cm 178509
ry -70
rp 40
rr -6
ay -3000
ap 1040
ar -211
chp -12
chr -3
chy 0
bs 1555
m1 1610
m2 1540
gy -377
gp 103
gr 135
y -44
p 0
r -1
cm 179813
ry -25
rp 34
rr -3
ay -344
ap 905
ar 74
chp -18
chr 0
chy 0
bs 1556
m1 1554
m2 1574
gy -311
gp 63
gr -118
y -8
p 16
r 0
cm 181091
ry 70
rp 18
rr -30
ay 3000
ap 500
ar -680
chp -19
chr 0
chy 0
bs 1556
m1 1551
m2 1593
gy 834
gp -94
gr -298
y -34
p 1
r 11
cm 182369
ry -70
rp 39
rr 26
ay -757
ap 1265
ar 622
chp 0
chr 0
chy 0
bs 1556
m1 1557
m2 1595
gy 65
gp -267
gr -46
y -26
p -11
r -3
cm 183656
ry -26
rp 29
rr 20
ay -551
ap 770
ar 320
chp -2
chr 0
chy 0
bs 1554
m1 1587
m2 1533
gy -283
gp 87
gr 267
y -28
p 6
r -8
cm 184938
ry 8
rp 28
rr -23
ay -68
ap 635
ar -363
chp -6
chr 0
chy 0
bs 1531
m1 1532
m2 1630
gy -190
gp -969
gr 64
y 0
p -75
r -2
cm 186223
ry 70
rp -19
rr -38
ay 1860
ap 227
ar -181
chp -6
chr 0
chy 0
bs 1531
m1 1500
m2 1566
gy 2
gp -9
gr 0
y -4
p -2
r -3
cm 187466
ry 70
rp 3
rr -3
ay 1791
ap 90
ar -90
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1566
gy 0
gp 0
gr 0
y -4
p -2
r -2
cm 188754
ry 70
rp 3
rr -3
ay 1791
ap 94
ar -94
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1566
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 189974
ry 70
rp 1
rr -3
ay 1791
ap 45
ar -90
chp 0
chr 0
chy 0
bs 1531
m1 1497
m2 1565
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 191268
ry 70
rp 1
rr -3
ay 1791
ap 47
ar -95
chp 0
chr 0
chy 0
bs 1531
m1 1497
m2 1565
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 192478
ry 70
rp 1
rr -3
ay 1791
ap 45
ar -91
chp 0
chr 0
chy 0
bs 1531
m1 1497
m2 1565
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 193769
ry 70
rp 1
rr -3
ay 1791
ap 47
ar -94
chp 0
chr 0
chy 0
bs 1531
m1 1497
m2 1565
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 194984
ry 70
rp 1
rr -3
ay 1791
ap 45
ar -90
chp 0
chr 0
chy 0
bs 1531
m1 1497
m2 1565
gy 0
gp 0
gr 0
y -4
p -1
r -2
cm 196263
ry 70
rp 1
rr -3
ay 1791
ap 90
ar -90
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1566
gy 0
gp 1
gr 1
y -4
p -2
r -2
cm 197486
ry 70
rp 3
rr -3
ay 1791
ap 94
ar -94
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1566
gy 0
gp 0
gr 0
y -4
p -2
r -2
cm 198754
ry 70
rp 3
rr -3
ay 1722
ap 47
ar -94
chp 0
chr 0
chy 0
bs 1531
m1 1499
m2 1561
gy 64
gp 2
gr -8
y -6
p 2
r -5
cm 199992
ry 70
rp -1
rr -7
ay 1722
ap 0
ar -235
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1568
gy 144
gp 78
gr 96
y -5
p -1
r -2
cm 201259
ry 70
rp 1
rr -4
ay 1722
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1564
gy 73
gp 31
gr -10
y -6
p 1
r -2
cm 202520
ry 70
rp -3
rr -3
ay 1653
ap -95
ar -95
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1564
gy -3
gp 3
gr 1
y -5
p 0
r -2
cm 203749
ry 70
rp -1
rr -6
ay 1722
ap 0
ar -90
chp 0
chr 0
chy 0
bs 1531
m1 1498
m2 1564
gy 56
gp 28
gr 27
y -5
p 0
r -3
cm 205017
ry 70
rp 4
rr 2
ay 1653
ap 136
ar 0
chp 0
chr 0
chy 0
bs 1531
m1 1496
m2 1566
gy 5
gp 0
gr 0
y -4
p 0
r -1
cm 206237
ry 70
rp 0
rr -1
ay 1791
ap 0
ar -45
chp 0
chr 0
chy 0
bs 1531
m1 1496
m2 1566
gy 3
gp -221
gr 20
y -6
p -4
r -1
cm 207524
ry 70
