1024
FIFO overflow!
m1 1383
m2 1287
gy 0
gp 2
gr 1
y -123
p -2
r 5
cm 44488
ry -50
rp 3
rr 7
ay -870
ap 50
ar 125
chp 0
chr 0
chy 0
bs 1330
m1 1383
m2 1287
gy 0
gp 1
gr 1
y -123
p -2
r 5
cm 45919
ry -50
rp 3
rr 7
ay -870
ap 50
ar 125
chp 0
chr 0
chy 0
bs 1330
m1 1383
m2 1287
gy 0
gp 1
gr 0
y -123
p -2
r 5
cm 47349
ry -50
rp 3
rr 7
ay -870
ap 50
ar 125
chp 0
chr 0
chy 0
bs 1330
m1 1383
m2 1287
gy -24
gp -3
gr -2
y -123
p -2
r 5
cm 48785
ry 34
rp -1
rr -7
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1304
gy 9
gp -11
gr 8
y -91
p -2
r 4
cm 50226
ry -34
rp 2
rr 6
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1302
gy 0
gp 1
gr 0
y -91
p -2
r 4
cm 51662
ry -34
rp 3
rr 6
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1302
gy 0
gp 0
gr 19
y -91
p -2
r 4
cm 53101
ry -34
rp 2
rr 5
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1366
m2 1302
gy 0
gp 0
gr 4
y -91
p -2
r 4
cm 54538
ry -34
rp 3
rr 6
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1302
gy 0
gp 1
gr 0
y -91
p -2
r 4
cm 55969
ry -34
rp 3
rr 6
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1302
gy 0
gp 2
gr 0
y -91
p -2
r 4
cm 57398
ry -34
rp 3
rr 6
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1302
gy 0
gp 2
gr 0
y -92
p -2
r 4
cm 58832
ry -35
rp 3
rr 6
ay -560
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -92
p -2
r 4
cm 60263
ry -35
rp 3
rr 6
ay -560
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 1
y -92
p -2
r 4
cm 61693
ry -35
rp 3
rr 6
ay -560
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -92
p -2
r 4
cm 63123
ry -35
rp 3
rr 6
ay -560
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -92
p -2
r 4
cm 64557
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 65987
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 67418
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 68852
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -93
p -2
r 4
cm 70281
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 71710
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 73140
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 2
y -93
p -2
r 4
cm 74571
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -93
p -2
r 4
cm 76006
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 1
y -93
p -2
r 4
cm 77435
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -93
p -2
r 4
cm 78865
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 80295
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 2
y -93
p -2
r 4
cm 81730
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 5
cm 83168
ry -36
rp 1
rr 15
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1369
m2 1304
gy 0
gp 9
gr 0
y -93
p -2
r 4
cm 84608
ry -35
rp 2
rr 5
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 86038
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 2
y -93
p -2
r 4
cm 87468
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 88902
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 90333
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 91763
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 93191
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 94620
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 96051
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -93
p -2
r 4
cm 97486
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 98917
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 100346
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 101780
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 1
gr 0
y -93
p -2
r 4
cm 103211
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 1
y -93
p -2
r 4
cm 104641
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 106077
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 0
y -93
p -2
r 4
cm 107506
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1368
m2 1301
gy 0
gp 2
gr 2
y -93
p -2
r 4
cm 108937
ry -35
rp 3
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1369
m2 1300
gy -5
gp 7
gr 7
y -93
p -2
r 4
cm 110374
ry -35
rp 2
rr 6
ay -570
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1304
gy 2
gp 2
gr 2
y -93
p -2
r 4
cm 111819
ry -37
rp 3
rr 8
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1367
m2 1304
gy -30
gp 27
gr -66
y -91
p -2
r 5
cm 113260
ry -35
rp 3
rr 0
ay -550
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1365
m2 1303
gy 0
gp 0
gr 48
y -91
p -2
r 4
cm 114701
ry -30
rp -1
rr -11
ay -530
ap 50
ar -150
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1295
gy -87
gp -5
gr 193
y -83
p -2
r -6
cm 116146
ry -32
rp 2
rr -10
ay -490
ap 50
ar -125
chp 0
chr 0
chy 0
bs 1330
m1 1363
m2 1315
gy -31
gp 6
gr 12
y -85
p -2
r 0
cm 117585
ry -31
rp 1
rr 8
ay -490
ap 50
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1295
gy 12
gp -5
gr 33
y -85
p -2
r 2
cm 119034
ry -28
rp -2
rr -1
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1301
gy 0
gp 4
gr -2
y -85
p -1
r 2
cm 120484
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 3
y -85
p -1
r 2
cm 121924
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 0
y -85
p -1
r 2
cm 123368
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 1
gr 1
y -85
p -1
r 2
cm 124807
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 1
gr 0
y -85
p -1
r 2
cm 126245
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 1
y -85
p -1
r 2
cm 127686
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 0
y -85
p -1
r 2
cm 129126
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 1
gr 0
y -85
p -1
r 2
cm 130565
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 0
y -85
p -1
r 2
cm 132003
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 1
gr 0
y -85
p -1
r 2
cm 133441
ry -30
rp 1
rr 3
ay -490
ap 25
ar 50
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1303
gy 0
gp 2
gr 0
y -85
p -1
r 2
cm 134881
ry -30
rp 1
rr 3
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 136325
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 137758
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 139202
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 0
y -85
p -1
r 3
cm 140642
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 0
y -85
p -1
r 3
cm 142083
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 1
y -85
p -1
r 3
cm 143522
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 2
y -85
p -1
r 3
cm 144962
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 146400
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 1
y -85
p -1
r 3
cm 147837
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 149276
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 150715
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 2
y -85
p -1
r 3
cm 152154
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 3
y -85
p -1
r 3
cm 153597
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 155031
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 156468
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy -1
gp 0
gr 2
y -85
p -1
r 3
cm 157914
ry -30
rp 1
rr 3
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 159356
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 0
y -85
p -1
r 3
cm 160796
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 162234
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 163673
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 165111
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 166550
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 167994
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 1
y -85
p -1
r 3
cm 169433
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 170871
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 5
y -85
p -1
r 3
cm 172310
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 173750
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 175198
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 176637
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 178076
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 179514
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 180953
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 1
y -85
p -1
r 3
cm 182393
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 0
y -85
p -1
r 3
cm 183832
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 185270
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 1
y -85
p -1
r 3
cm 186710
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 188147
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 12
y -85
p -1
r 3
cm 189596
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 2
gr 1
y -85
p -1
r 3
cm 191041
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 0
y -85
p -1
r 3
cm 192480
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 2
y -85
p -1
r 3
cm 193920
ry -30
rp 1
rr 4
ay -490
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1361
m2 1304
gy 0
gp 1
gr 0
y -85
p -1
r 3
cm 195359
ry -31
rp 2
rr 15
ay -500
ap 50
ar 100
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1307
gy 1
gp 2
gr 2
y -86
p -2
r 6
cm 196805
ry -31
rp 2
rr 8
ay -500
ap 50
ar 125
chp 0
chr 0
chy 0
bs 1330
m1 1365
m2 1301
gy 10
gp -17
gr 117
y -86
p -2
r 1
cm 198254
ry -30
rp 2
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 1
gr -1
y -86
p -2
r 3
cm 199694
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 1
gr 1
y -86
p -2
r 3
cm 201132
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 2
gr 0
y -86
p -2
r 3
cm 202563
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 2
gr 1
y -86
p -1
r 3
cm 204002
ry -31
rp 1
rr 4
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 2
gr 2
y -86
p -1
r 3
cm 205442
ry -31
rp 1
rr 4
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1304
gy 0
gp 2
gr 11
y -86
p -2
r 3
cm 206887
ry -31
rp 2
rr 5
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 2
gr 0
y -86
p -1
r 3
cm 208333
ry -31
rp 1
rr 4
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr 0
y -86
p -1
r 3
cm 209772
ry -31
rp 1
rr 4
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr 0
y -86
p -1
r 3
cm 211210
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 2
gr 0
y -86
p -2
r 3
cm 212649
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 1
gr 1
y -86
p -2
r 3
cm 214083
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy 0
gp 1
gr 1
y -86
p -2
r 3
cm 215522
ry -31
rp 3
rr 4
ay -500
ap 50
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1364
m2 1303
gy -3
gp 3
gr -25
y -86
p -2
r 3
cm 216967
ry -31
rp 3
rr 4
ay -500
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr 0
y -86
p -2
r 3
cm 218404
ry -31
rp 1
rr 4
ay -510
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr 0
y -87
p -1
r 3
cm 219845
ry -31
rp 1
rr 4
ay -510
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr 0
y -87
p -1
r 3
cm 221290
ry -31
rp 1
rr 4
ay -510
ap 25
ar 75
chp 0
chr 0
chy 0
bs 1330
m1 1362
m2 1303
gy 0
gp 2
gr -1
y -87
p -1
r 3
cm 222731
ry -33
rp 2
rr 16
ay -510
ap 25
ar 75
chp 0
chr 0
chy 0
