1024
FIFO overflow!
gy 0
gp 0
gr 0
y 1051
p -1
r -16
cm 95543
ry 120
rp -1
rr 24
ay 120
ap 24
ar -384
chp 0
chr 0
chy 0
bs 1500
m1 1381
m2 1596
gy 0
gp 0
gr 1
y 1051
p -1
r -16
cm 96803
ry 120
rp -1
rr 24
ay 120
ap 24
ar -384
chp 0
chr 0
chy 0
bs 1500
m1 1381
m2 1596
gy 0
gp 0
gr 0
y 1051
p -1
r -16
cm 98129
ry 120
rp -1
rr 24
ay 120
ap 24
ar -384
chp 0
chr 0
chy 0
bs 1500
m1 1381
m2 1596
gy 0
gp 0
gr 0
y 1051
p -1
r -16
cm 99389
ry 120
rp -1
rr 24
ay 120
ap -24
ar -384
chp 0
chr 0
chy 0
bs 1500
m1 1430
m2 1639
gy -664
gp -1717
gr -1643
y 796
p 71
r -117
cm 100727
ry -120
rp 50
rr -10
ay -120
ap -1002
ar -1002
chp 0
chr 0
chy 0
bs 1500
m1 1606
m2 1330
gy -335
gp -1236
gr -581
y 697
p 0
r -26
cm 101997
ry -96
rp 50
rr -19
ay -54
ap -144
ar -72
chp 0
chr 0
chy 0
bs 1500
m1 1570
m2 1417
gy 275
gp -86
gr 419
y 688
p 6
r -6
cm 103327
ry -78
rp 0
rr -1
ay -72
ap -72
ar 0
chp 0
chr 0
chy 0
bs 1500
m1 1531
m2 1458
gy -822
gp -526
gr -175
y 711
p -1
r -2
cm 104587
ry 60
rp 4
rr -26
ay 54
ap 0
ar 0
chp 0
chr 0
chy 0
bs 1500
m1 1458
m2 1553
gy -57
gp -150
gr 53
y 699
p -3
r -3
cm 105912
ry -6
rp 7
rr -20
ay -6
ap 0
ar 24
chp 0
chr 0
chy 0
bs 1500
m1 1506
m2 1495
gy 0
gp 0
gr 1
y 700
p 0
r 1
cm 107161
ry -6
rp 0
rr -1
ay -6
ap 0
ar 24
chp 0
chr 3
chy 0
bs 1500
m1 1506
m2 1500
gy 0
gp 0
gr 0
y 700
p 0
r 1
cm 108481
ry -6
rp 0
rr -1
ay -6
ap 0
ar 24
chp 0
chr 0
chy 0
bs 1500
m1 1506
m2 1495
gy 0
gp 1
gr 1
y 700
p 0
r 1
cm 109740
ry -6
rp -1
rr -1
ay -6
ap 24
ar 24
chp -1
chr 0
chy 0
bs 1500
m1 1506
m2 1495
gy 0
gp 0
gr 0
y 700
p 0
r 1
cm 111059
ry -6
rp 0
rr -1
ay -6
ap 0
ar 24
chp 0
chr 0
chy 0
bs 1500
m1 1506
m2 1495
gy 0
gp 0
gr 1
y 700
p 0
r 1
cm 112270
ry -6
rp 0
rr -1
ay -6
ap 0
ar 24
chp 0
chr 0
chy 0
bs 1500
m1 1506
m2 1495
gy 0
gp 0
gr 1
y 700
p 0
r 1
cm 113575
ry -6
rp 0
rr -2
ay -6
ap 0
ar 24
chp 0
chr 0
chy 0
bs 1400
m1 1402
m2 1401
gy -26
gp 5
gr 5
y 702
p -2
r 0
cm 114835
ry 6
rp -5
rr 0
ay 6
ap 48
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1398
m2 1406
gy -10
gp 25
gr -6
y 702
p -3
r -1
cm 116195
ry 6
rp -4
rr 2
ay 6
ap 72
ar -24
chp 0
chr 0
chy 0
bs 1400
m1 1394
m2 1412
gy -28
gp -37
gr 0
y 703
p -2
r -1
cm 117490
ry 12
rp -4
rr 5
ay 12
ap 48
ar -24
chp 0
chr 0
chy 0
bs 1400
m1 1387
m2 1416
gy 21
gp -2
gr 34
y 703
p -1
r 0
cm 118832
ry 6
rp 0
rr 0
ay 6
ap 24
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1397
m2 1406
gy 28
gp 38
gr 106
y 702
p -2
r 0
cm 120109
ry 6
rp 0
rr 3
ay 6
ap 72
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1393
m2 1407
gy -1
gp 90
gr 80
y 702
p -3
r 0
cm 121450
ry 6
rp -10
rr 4
ay 6
ap 48
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1398
m2 1405
gy 22
gp -16
gr -15
y 702
p -3
r 0
cm 122736
ry 6
rp -2
rr 0
ay 6
ap 96
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1398
m2 1409
gy 40
gp 12
gr 54
y 702
p -3
r 0
cm 124079
ry 6
rp -4
rr 0
ay 6
ap 72
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1400
m2 1407
gy -6
gp -10
gr -90
y 702
p -3
r 0
cm 125365
ry 6
rp -6
rr 0
ay 6
ap 96
ar 0
chp 0
chr 0
chy 0
bs 1500
m1 1548
m2 1527
gy 45
gp -85
gr -121
y 696
p -20
r 10
cm 126703
ry -24
rp -24
rr -15
ay -66
ap 600
ar 456
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1365
gy -218
gp 603
gr 245
y 670
p -4
r 7
cm 127971
ry -120
rp -4
rr -8
ay -120
ap 72
ar 120
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1387
gy 0
gp 1
gr 1
y 670
p -3
r 4
cm 129303
ry -120
rp -4
rr -6
ay -120
ap 72
ar 96
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1386
gy 0
gp 0
gr 1
y 670
p -3
r 4
cm 130560
ry -120
rp -4
rr -6
ay -120
ap 72
ar 96
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1386
gy 0
gp 0
gr 0
y 670
p -3
r 4
cm 131878
ry -120
rp -4
rr -6
ay -120
ap 72
ar 96
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1386
gy 0
gp 0
gr 1
y 670
p -3
r 4
cm 133105
ry -120
rp -4
rr -6
ay -120
ap 72
ar 96
chp 0
chr 0
chy 0
bs 1500
m1 1625
m2 1383
gy 14
gp 4
gr -34
y 670
p -3
r 2
cm 134446
ry -120
rp -3
rr -2
ay -120
ap 72
ar 48
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1383
gy 0
gp 1
gr 1
y 670
p -3
r 2
cm 135694
ry -120
rp -4
rr -3
ay -120
ap 72
ar 48
chp 0
chr 0
chy 0
bs 1500
m1 1624
m2 1383
gy 0
gp 0
gr 1
y 670
p -3
r 2
cm 137015
ry -120
rp -4
rr -3
ay -120
ap 72
ar 48
chp 0
chr 0
chy 0
bs 1400
m1 1524
m2 1282
gy -45
gp -28
gr 10
y 670
p -5
r 1
cm 138283
ry -120
rp -5
rr 1
ay -120
ap 24
ar 48
chp 0
chr 0
chy 0
bs 1400
m1 1529
m2 1280
gy 23
gp 49
gr -38
y 671
p -7
r 0
cm 139632
ry -120
rp -12
rr 2
ay -120
ap 216
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1528
m2 1280
gy -7
gp 4
gr 26
y 671
p -7
r 0
cm 140908
ry -120
rp -12
rr 0
ay -120
ap 144
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1530
m2 1282
gy -11
gp -8
gr -34
y 671
p -8
r 1
cm 142256
ry -120
rp -12
rr -1
ay -120
ap 168
ar 24
chp 0
chr 0
chy 0
bs 1400
m1 1532
m2 1286
gy 25
gp -8
gr 141
y 671
p -7
r 1
cm 143527
ry -120
rp -13
rr -7
ay -120
ap 192
ar 24
chp 0
chr 0
chy 0
bs 1400
m1 1531
m2 1280
gy -15
gp -4
gr -108
y 671
p -7
r 1
cm 144882
ry -120
rp -10
rr 0
ay -120
ap 192
ar 24
chp 0
chr 0
chy 0
bs 1400
m1 1531
m2 1277
gy -5
gp 27
gr -154
y 671
p -5
r 2
cm 146170
ry -120
rp -11
rr -7
ay -120
ap 168
ar 24
chp 0
chr 0
chy 0
bs 1400
m1 1533
m2 1282
gy -2
gp -4
gr 17
y 671
p -9
r 1
cm 147523
ry -120
rp -14
rr -2
ay -120
ap 192
ar 48
chp 0
chr 0
chy 0
bs 1500
m1 1658
m2 1382
gy -325
gp 319
gr 128
y 702
p 2
r -7
cm 148833
ry 18
rp -50
rr -13
ay 12
ap 336
ar 24
chp 0
chr 2
chy 0
bs 1536
m1 1598
m2 1548
gy 334
gp 212
gr -228
y 688
p 4
r 6
cm 150190
ry -66
rp 10
rr -7
ay -30
ap 384
ar 240
chp -20
chr 5
chy 0
bs 1549
m1 1570
m2 1569
gy 144
gp -37
gr -145
y 697
p 0
r 0
cm 151510
ry -12
rp -35
rr -3
ay -12
ap 312
ar 192
chp -16
chr 9
chy 0
bs 1554
m1 1623
m2 1532
gy -114
gp -214
gr -141
y 699
p 0
r 0
cm 152864
ry -18
rp -17
rr -12
ay -18
ap 456
ar 360
chp -17
chr 9
chy 0
bs 1561
m1 1633
m2 1538
gy -60
gp 473
gr 606
y 696
p -5
r 4
cm 154205
ry -36
rp -50
rr -42
ay -48
ap 432
ar 240
chp -28
chr 18
chy 0
bs 1561
m1 1616
m2 1489
gy -89
gp -182
gr -82
y 696
p 12
r -15
cm 155555
ry -42
rp -28
rr 11
ay -24
ap 744
ar 456
chp -36
chr 28
chy 0
bs 1561
m1 1623
m2 1585
gy 69
gp -46
gr 576
y 697
p 0
r -6
cm 156893
ry -12
rp -50
rr -50
ay 0
ap 648
ar 552
chp -41
chr 28
chy 0
bs 1561
m1 1638
m2 1573
gy -40
gp -91
gr -497
y 699
p 6
r 10
cm 158231
ry -12
rp -50
rr 0
ay -6
ap 984
ar 216
chp -41
chr -10
chy 0
bs 1561
m1 1620
m2 1475
gy 76
gp 149
gr 70
y 691
p 9
r -12
cm 159560
ry -42
rp -41
rr 50
ay -18
ap 720
ar 0
chp -41
chr 0
chy 0
bs 1551
m1 1646
m2 1523
gy -147
gp 123
gr 841
y 697
p 7
r 7
cm 160888
ry -12
rp -50
rr -50
ay -24
ap 912
ar -72
chp -41
chr 0
chy 0
bs 1551
m1 1637
m2 1565
gy 50
gp 29
gr -451
y 696
p 4
r 4
cm 162219
ry -18
rp -50
rr 10
ay -18
ap 960
ar 24
chp -27
chr -6
chy 0
bs 1551
m1 1585
m2 1501
gy 202
gp 430
gr -956
y 694
p 4
r -1
cm 163553
ry -66
rp -11
rr 5
ay 6
ap 1002
ar -744
chp -31
chr 0
chy 0
bs 1551
m1 1505
m2 1602
gy 262
gp 875
gr -817
y 709
p -20
r -14
cm 164855
ry -12
rp -41
rr 29
ay -6
ap 192
ar 96
chp -1
chr 0
chy 0
bs 1551
m1 1554
m2 1545
gy 1
gp 1
gr 2
y 699
p 7
r 4
cm 166163
ry -12
rp 9
rr -6
ay -12
ap -144
ar 96
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1545
gy 0
gp 0
gr 1
y 699
p 7
r 4
cm 167440
ry -12
rp 10
rr -6
ay -12
ap -168
ar 96
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1545
gy 0
gp 0
gr 1
y 699
p 7
r 4
cm 168738
ry -12
rp 10
rr -6
ay -12
ap -168
ar 96
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1545
gy 0
gp 0
gr 0
y 699
p 7
r 4
cm 169990
ry -12
rp 10
rr -6
ay -12
ap -168
ar 96
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1545
gy 0
gp 0
gr 0
y 699
p 7
r 4
cm 171278
ry -12
rp 10
rr -6
ay -12
ap -168
ar 96
chp 0
chr 0
chy 0
bs 1551
m1 1545
m2 1530
gy 47
gp -38
gr -298
y 699
p 7
r 4
cm 172546
ry -12
rp 10
rr -4
ay -12
ap -168
ar 72
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1543
gy 0
gp 0
gr 0
y 699
p 7
r 3
cm 173845
ry -12
rp 10
rr -4
ay -12
ap -168
ar 72
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1543
gy 0
gp 0
gr 1
y 699
p 7
r 3
cm 175091
ry -12
rp 10
rr -4
ay -12
ap -168
ar 72
chp 0
chr 0
chy 0
bs 1551
m1 1553
m2 1543
gy 0
gp 0
gr 1
y 699
p 7
r 3
cm 176410
ry -6
rp 3
rr 9
ay -6
ap -96
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1396
m2 1399
gy 14
gp 9
gr 6
y 701
p 3
r -2
cm 177713
ry 0
rp 5
rr 2
ay 0
ap -48
ar -48
chp 0
chr 0
chy 0
bs 1400
m1 1397
m2 1396
gy -4
gp 1
gr 37
y 701
p 2
r -2
cm 179038
ry 0
rp 3
rr 3
ay 0
ap -48
ar -48
chp 0
chr 0
chy 0
bs 1400
m1 1395
m2 1397
gy 68
gp -20
gr 115
y 701
p 2
r -2
cm 180338
ry 0
rp 3
rr -2
ay -6
ap -72
ar -48
chp 0
chr 0
chy 0
bs 1400
m1 1402
m2 1394
gy -28
gp 11
gr 11
y 700
p 2
r 0
cm 181663
ry -6
rp 4
rr -1
ay -6
ap -72
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1401
m2 1396
gy 23
gp 4
gr 80
y 700
p 3
r 0
cm 182963
ry -6
rp 6
rr -3
ay -6
ap -72
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1402
m2 1393
gy -11
gp -22
gr 43
y 700
p 3
r 0
cm 184275
ry -6
rp 4
rr 2
ay -6
ap -72
ar 0
chp 0
chr 0
chy 0
bs 1400
m1 1402
m2 1394
gy 5
gp 4
gr -6
y 700
p 3
r 0
cm 185581
ry -6
rp 6
rr 1
ay -6
ap -72
ar 0
chp 0
chr 0
chy 0
bs 1500
m1 1510
m2 1493
gy -10
gp -115
gr 47
y 700
p -7
r 1
cm 186914
ry -6
rp -12
rr -1
ay -6
ap 312
ar 48
chp -4
chr 0
chy 0
bs 1520
m1 1556
m2 1514
gy -10
gp 129
gr 31
y 700
p -15
r 2
cm 188259
ry 6
rp -24
rr -2
ay -18
ap 504
ar -192
chp -9
chr 0
chy 0
bs 1539
m1 1584
m2 1531
gy -45
gp -200
gr -412
y 700
p -12
r -9
cm 189587
ry -6
rp -38
rr -50
ay -18
ap 528
ar -336
chp -22
chr -12
chy 0
bs 1560
m1 1619
m2 1592
gy -95
gp -157
gr -449
y 703
p 5
r 11
cm 190929
ry 0
rp -14
rr 50
ay -54
ap 408
ar -288
chp -10
chr -34
chy 0
bs 1561
m1 1622
m2 1481
gy 125
gp -45
gr 226
y 690
p -14
r -4
cm 192265
ry -60
rp -24
rr 46
ay -30
ap 504
ar -264
chp -12
chr -2
chy 0
bs 1565
m1 1609
m2 1558
gy 76
gp 308
gr 93
y 697
p 0
r -4
cm 193612
ry 12
rp -40
rr 30
ay -30
ap 624
ar -144
chp -28
chr -9
chy 0
bs 1566
m1 1611
m2 1548
gy 154
gp 169
gr 86
y 691
p 5
r 13
cm 194924
ry -48
rp -44
rr -10
ay -30
ap 624
ar -456
chp -29
chr -36
chy 0
bs 1566
m1 1635
m2 1507
gy 284
gp -153
gr 260
y 691
p -7
r -5
cm 196279
ry -66
rp -50
rr -20
ay -54
ap 696
ar -312
chp -22
chr 0
chy 0
bs 1571
m1 1601
m2 1631
gy 250
gp 294
gr -298
y 694
p 1
r -2
cm 197593
ry -48
rp -50
rr -20
ay -36
ap 648
ar -288
chp -27
chr -27
chy 0
bs 1572
m1 1664
m2 1495
gy -78
gp 85
gr -1039
y 694
p -16
r 3
cm 198950
ry -18
rp -45
rr 29
ay -24
ap 456
ar 24
chp 0
chr 0
chy 0
bs 1574
m1 1622
m2 1501
gy -27
gp 319
gr 454
y 698
p -12
r -1
cm 200259
ry -12
rp -18
rr -47
ay -72
ap 96
ar -144
chp -8
chr 0
chy 0
bs 1574
m1 1598
m2 1597
gy 331
gp 161
gr -794
y 687
p 18
r 9
cm 201623
ry -42
rp -3
rr 26
ay -18
ap 408
ar 0
chp -23
chr -9
chy 0
bs 1571
m1 1652
m2 1515
gy -71
gp -92
gr 586
y 694
p -6
r -1
cm 202937
ry -18
rp -43
rr -14
ay -18
ap 624
ar -216
chp -21
chr -5
chy 0
bs 1566
m1 1628
m2 1538
gy 35
gp 185
gr -725
y 694
p -6
r -9
cm 204311
ry -54
rp -34
rr 50
ay -66
ap 600
ar -24
chp -21
chr -6
chy 0
bs 1565
m1 1613
m2 1485
gy -37
gp -213
gr 51
y 697
p -1
r 11
cm 205624
ry -30
rp -21
rr 50
ay -48
ap 648
ar 0
chp -22
chr -15
chy 0
bs 1565
m1 1651
m2 1478
gy 53
gp -209
gr 794
y 692
p -10
r 3
cm 206991
ry -42
rp -49
rr -1
ay -24
ap 384
ar -264
chp -2
chr 0
chy 0
bs 1564
m1 1668
m2 1527
gy -96
gp 328
gr -674
y 695
p 11
r -2
cm 208297
ry -30
rp -11
rr 23
ay 0
ap 792
ar 48
chp -41
chr 0
chy 0
bs 1564
m1 1610
m2 1559
gy 81
gp 395
gr 541
y 690
p 13
r 1
cm 209658
ry -72
rp -36
rr -34
ay -24
ap 288
ar -216
chp -6
chr -11
chy 0
bs 1564
m1 1634
m2 1494
gy 15
gp -299
gr -459
y 690
p -16
r 3
cm 210968
ry -60
rp -5
rr 30
ay -66
ap 840
ar 120
chp -23
chr -4
chy 0
bs 1565
m1 1593
m2 1564
gy 60
gp 452
gr 622
y 699
p 3
r 6
cm 212337
ry 12
rp -50
rr -50
ay 12
ap 456
ar -312
chp -23
