1024
FIFO overflow!
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 641
p -1
r -3
cm 112105
ry -70
rp 1
rr -4
ay -1860
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 641
p -1
r -3
cm 113551
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 114993
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 116436
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 117875
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 119318
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 120765
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 3
gr 1
y 640
p -1
r -3
cm 122212
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 123650
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 125087
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 126529
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 127968
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 129406
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 130844
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 132282
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 133720
ry -70
rp 1
rr -4
ay -1929
ap 90
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 1
gp 2
gr 1
y 640
p -1
r -3
cm 135160
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 0
gr 1
y 640
p -1
r -3
cm 136600
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 138039
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 139476
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 140913
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 142351
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 143791
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 145228
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 3
gr 1
y 640
p -1
r -3
cm 146666
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 148100
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 149537
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 150975
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 152414
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 153852
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 155290
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 156728
ry -70
rp 1
rr -4
ay -1929
ap 45
ar -136
chp 0
chr 0
chy 0
bs 1330
m1 1401
m2 1256
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 158097
ry -70
rp 4
rr -50
ay -1929
ap 153
ar -1445
chp 0
chr -18
chy 0
bs 1000
m1 1077
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 159374
ry -70
rp 10
rr -50
ay -1929
ap 345
ar -1445
chp 0
chr -18
chy 0
bs 1000
m1 1084
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 160605
ry -70
rp 17
rr -50
ay -1929
ap 538
ar -1445
chp 0
chr -18
chy 0
bs 1000
m1 1089
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 161882
ry -70
rp 19
rr -52
ay -1929
ap 545
ar -1580
chp 0
chr -21
chy 0
bs 1000
m1 1089
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 163101
ry -70
rp 19
rr -55
ay -1929
ap 545
ar -1580
chp 0
chr -21
chy 0
bs 1000
m1 1089
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 164380
ry -70
rp 13
rr -47
ay -2067
ap 411
ar -1355
chp 0
chr -17
chy -2
bs 1000
m1 1086
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 165601
ry -70
rp 19
rr -49
ay -1929
ap 545
ar -1400
chp 0
chr -17
chy 0
bs 1000
m1 1090
m2 1000
gy -7
gp -4
gr 0
y 640
p -2
r -2
cm 166887
ry -70
rp 20
rr -47
ay -1929
ap 590
ar -1355
chp 0
chr -17
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 5
gr 3
y 640
p -2
r -2
cm 168109
ry -70
rp 20
rr -47
ay -1929
ap 590
ar -1355
chp 0
chr -17
chy 0
bs 1000
m1 1089
m2 1000
gy 8
gp -9
gr -6
y 640
p -2
r -3
cm 169387
ry -70
rp 19
rr -48
ay -1929
ap 545
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1088
m2 1000
gy 0
gp 2
gr 1
y 640
p -1
r -3
cm 170903
ry -70
rp 20
rr -50
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 3
gr 1
y 640
p -2
r -2
cm 172191
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 173412
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 3
gr 1
y 640
p -2
r -2
cm 174691
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 1
gr 0
y 640
p -2
r -2
cm 175917
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 1
gp 3
gr 1
y 640
p -2
r -2
cm 177179
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 8
gr 3
y 640
p -2
r -2
cm 178416
ry -70
rp 20
rr -49
ay -1929
ap 590
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 0
gr 0
y 640
p -2
r -2
cm 179653
ry -70
rp 20
rr -49
ay -2067
ap 590
ar -1400
chp 35
chr -18
chy -2
bs 1000
m1 1000
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 180894
ry -70
rp -78
rr -49
ay -1929
ap -2255
ar -1400
chp 41
chr -18
chy 0
bs 1000
m1 1000
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 182147
ry -70
rp -78
rr -49
ay -1929
ap -2255
ar -1400
chp 41
chr -18
chy 0
bs 1000
m1 1000
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 183394
ry -70
rp -78
rr -49
ay -1929
ap -2255
ar -1400
chp 41
chr -18
chy 0
bs 1000
m1 1000
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 184632
ry -70
rp -78
rr -49
ay -1929
ap -2255
ar -1400
chp 41
chr -18
chy 0
bs 1000
m1 1000
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 185892
ry -70
rp -11
rr -49
ay -1929
ap -275
ar -1400
chp 0
chr -18
chy 0
bs 1000
m1 1065
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 187111
ry -70
rp 1
rr -49
ay -1929
ap 294
ar -1400
chp -41
chr -15
chy 0
bs 1000
m1 1155
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 188386
ry -70
rp 85
rr -44
ay -2067
ap 2435
ar -1175
chp -41
chr -13
chy -2
bs 1000
m1 1155
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 189598
ry -70
rp 85
rr -41
ay -1929
ap 2435
ar -1175
chp -41
chr -13
chy 0
bs 1000
m1 1155
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 190872
ry -70
rp 22
rr -45
ay -1929
ap 635
ar -1310
chp 0
chr -16
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 192086
ry -70
rp 20
rr -47
ay -1929
ap 590
ar -1355
chp 0
chr -17
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 3
gr 2
y 640
p -2
r -3
cm 193371
ry -70
rp 20
rr -49
ay -1929
ap 545
ar -1400
chp 0
chr -17
chy 0
bs 1000
m1 1089
m2 1000
gy 0
gp 3
gr 1
y 640
p -1
r -3
cm 194598
ry -70
rp 20
rr -50
ay -1929
ap 590
ar -1445
chp 0
chr -18
chy 0
bs 1000
m1 1090
m2 1000
gy 2
gp 2
gr 0
y 640
p -3
r -2
cm 195870
ry -70
rp 20
rr -61
ay -1929
ap 590
ar -2435
chp 0
chr -41
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 197098
ry -70
rp 20
rr -85
ay -1929
ap 590
ar -2435
chp 0
chr -41
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 198358
ry -70
rp 20
rr -85
ay -1929
ap 590
ar -2435
chp 0
chr -41
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 199588
ry -70
rp 20
rr -85
ay -1929
ap 590
ar -2435
chp 0
chr -41
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 200826
ry -70
rp 19
rr -85
ay -1929
ap 590
ar -2480
chp 0
chr -41
chy 0
bs 1000
m1 1093
m2 1000
gy 1
gp 2
gr 2
y 640
p -2
r -3
cm 202076
ry -70
rp 23
rr -85
ay -1929
ap 680
ar -2435
chp -2
chr -41
chy 0
bs 1000
m1 1094
m2 1000
gy -1
gp -1
gr 0
y 640
p -2
r -2
cm 203310
ry -70
rp 23
rr -85
ay -1929
ap 680
ar -2435
chp -2
chr -41
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 204571
ry -70
rp 20
rr -60
ay -1929
ap 590
ar -1715
chp 0
chr -25
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 205801
ry -70
rp 20
rr -56
ay -1929
ap 590
ar -1625
chp 0
chr -23
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 207077
ry -70
rp 20
rr -56
ay -1929
ap 590
ar -1625
chp 0
chr -23
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 208289
ry -70
rp 20
rr -56
ay -1929
ap 590
ar -1625
chp 0
chr -23
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 209567
ry -70
rp 20
rr -56
ay -1929
ap 590
ar -1625
chp 0
chr -23
chy 0
bs 1000
m1 1090
m2 1000
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 210787
ry -70
rp 20
rr 60
ay -1929
ap 590
ar 2255
chp 0
chr 41
chy 0
bs 1000
m1 1090
m2 1008
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 212075
ry -70
rp 20
rr 78
ay -1929
ap 590
ar 2255
chp 0
chr 41
chy 0
bs 1000
m1 1090
m2 1008
gy 0
gp 2
gr 1
y 640
p -2
r -2
cm 213305
ry -70
