1024
FIFO overflow!
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 90822
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 1
gp 0
gr 1
y 184
p 2
r -11
cm 92320
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 1
gp 1
gr 0
y 184
p 2
r -11
cm 93819
ry 18
rp 3
rr 16
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 4
gp -3
gr 1
y 184
p 2
r -11
cm 95327
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 1
gp 1
gr 1
y 184
p 2
r -11
cm 96828
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 3
gp 4
gr -4
y 183
p 2
r -11
cm 98332
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 2
gr 1
y 183
p 2
r -11
cm 99825
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 1
gp 0
gr 0
y 184
p 2
r -11
cm 101321
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 102820
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 104321
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 105825
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 1
gp 1
gr 3
y 184
p 2
r -11
cm 107323
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 108824
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1331
gy 0
gp 1
gr 1
y 184
p 2
r -11
cm 110325
ry 18
rp 3
rr 17
ay 18
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 0
y 183
p 2
r -11
cm 111830
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 113329
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 3
y 183
p 2
r -11
cm 114826
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 1
gp 2
gr 0
y 183
p 2
r -11
cm 116318
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 0
y 183
p 2
r -11
cm 117817
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 1
y 183
p 2
r -11
cm 119322
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 2
gr 1
y 183
p 2
r -11
cm 120823
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 122323
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 3
gr 1
y 183
p 2
r -11
cm 123820
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 2
gr 2
y 183
p 2
r -11
cm 125318
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 1
gp 1
gr 1
y 183
p 2
r -11
cm 126819
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 1
y 183
p 2
r -11
cm 128317
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 2
gp 2
gr 0
y 183
p 2
r -11
cm 129816
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 1
y 183
p 2
r -11
cm 131313
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 2
y 183
p 2
r -11
cm 132812
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 1
gp 2
gr 0
y 183
p 2
r -11
cm 134318
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 1
gp 2
gr 2
y 183
p 2
r -11
cm 135820
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 0
y 183
p 2
r -11
cm 137324
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 0
y 183
p 2
r -11
cm 138824
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp -1
gr 3
y 183
p 2
r -11
cm 140329
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 0
gr 1
y 183
p 2
r -11
cm 141832
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1331
gy 1
gp 12
gr 0
y 183
p 2
r -11
cm 143341
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 144847
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 2
gr 1
y 183
p 2
r -11
cm 146348
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 147853
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 1
gp 0
gr 1
y 183
p 2
r -11
cm 149361
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 150864
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 1
y 183
p 2
r -11
cm 152369
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 2
y 183
p 2
r -11
cm 153870
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy 0
gp 1
gr 2
y 183
p 2
r -11
cm 155378
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1328
gy -13
gp 3
gr 27
y 183
p 2
r -11
cm 156887
ry 17
rp 3
rr 17
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1310
m2 1330
gy -1
gp 5
gr 2
y 183
p 2
r -11
cm 158393
ry 17
rp 4
rr 19
ay 17
ap -50
ar -275
chp 0
chr 0
chy 0
bs 1330
m1 1308
m2 1332
gy 11
gp 0
gr -7
y 183
p 4
r -11
cm 159901
ry 16
rp 6
rr 11
ay 16
ap -100
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1292
m2 1335
gy -121
gp 94
gr 7
y 199
p 13
r -2
cm 161410
ry 43
rp 12
rr 5
ay 50
ap -250
ar -25
chp 0
chr 0
chy 0
bs 1330
m1 1249
m2 1387
gy -164
gp 16
gr -115
y 243
p 13
r -2
cm 162918
ry 81
rp 10
rr -1
ay 87
ap -250
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1222
m2 1427
gy -77
gp -77
gr 97
y 267
p 8
r -1
cm 164420
ry 106
rp 5
rr -5
ay 110
ap -125
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1208
m2 1445
gy 0
gp 5
gr -4
y 279
p 5
r -1
cm 165925
ry 113
rp 7
rr 2
ay 113
ap -125
ar 0
chp 0
chr 0
chy 0
bs 1330
m1 1205
m2 1446
gy 126
gp -53
gr -151
y 268
p 1
r 7
cm 167426
ry 81
rp 3
rr -50
ay 65
ap 25
ar 375
chp 0
chr 0
chy 0
bs 1330
m1 1275
m2 1377
gy 43
gp -7
gr 91
y 221
p -5
r -7
cm 168932
ry 54
rp -8
rr 13
ay 55
ap 125
ar -175
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1370
gy 17
gp -6
gr 36
y 220
p -4
r -7
cm 170441
ry 54
rp -7
rr 9
ay 54
ap 125
ar -175
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1369
gy 8
gp -42
gr -19
y 218
p -6
r -10
cm 171952
ry 52
rp -9
rr 16
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 2
gr 6
y 218
p -6
r -10
cm 173459
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy -1
gp 1
gr 1
y 218
p -6
r -10
cm 174960
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 1
gr 2
y 218
p -6
r -10
cm 176464
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 1
gp 1
gr 2
y 218
p -6
r -10
cm 177963
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 0
gr -1
y 218
p -6
r -10
cm 179463
ry 52
rp -10
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 2
gr 2
y 218
p -6
r -10
cm 180964
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 1
gr 2
y 218
p -6
r -10
cm 182468
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 1
gr 3
y 218
p -6
r -10
cm 183966
ry 52
rp -9
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 0
gp 1
gr 0
y 218
p -7
r -10
cm 185466
ry 52
rp -10
rr 15
ay 52
ap 150
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1287
m2 1367
gy 0
gp 1
gr 0
y 218
p -6
r -10
cm 186966
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 3
gp 1
gr 1
y 218
p -7
r -10
cm 188472
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 2
gp 1
gr 3
y 218
p -7
r -10
cm 189973
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 0
gp 1
gr 1
y 218
p -7
r -10
cm 191473
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 0
gp 0
gr 1
y 218
p -7
r -10
cm 192979
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 1
gp 1
gr 1
y 218
p -7
r -10
cm 194481
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 2
gp 1
gr 5
y 218
p -7
r -10
cm 195987
ry 52
rp -10
rr 15
ay 52
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1288
m2 1367
gy 23
gp 74
gr -67
y 217
p -7
r -10
cm 197493
ry 51
rp -9
rr 15
ay 51
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1294
m2 1363
gy -30
gp -6
gr 13
y 213
p -8
r -9
cm 198995
ry 44
rp -27
rr -29
ay 42
ap 275
ar 325
chp 0
chr 0
chy 0
bs 1330
m1 1309
m2 1338
gy 58
gp 14
gr -108
y 203
p -10
r -17
cm 200502
ry 39
rp 6
rr -4
ay 37
ap 175
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1295
m2 1354
gy -13
gp -63
gr 11
y 205
p -9
r -10
cm 202009
ry 39
rp -10
rr 6
ay 37
ap 250
ar -350
chp 0
chr 0
chy 0
bs 1330
m1 1300
m2 1345
gy -46
gp 299
gr -556
y 212
p -8
r -3
cm 203520
ry 40
rp -15
rr -5
ay 42
ap 250
ar -75
chp 0
chr 0
chy 0
bs 1330
m1 1304
m2 1363
gy 14
gp 17
gr 548
y 206
p -11
r -30
cm 205029
ry 39
rp -20
rr 50
ay 39
ap 300
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1312
m2 1319
gy 36
gp -7
gr 350
y 207
p -15
r -118
cm 206535
ry 41
rp -23
rr 50
ay 42
ap 375
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1308
m2 1325
gy 38
gp -26
gr 353
y 255
p -18
r -186
cm 208044
ry 120
rp -34
rr 50
ay 120
ap 550
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1237
m2 1483
gy -191
gp 7
gr -2330
y 209
p -12
r -98
cm 209556
ry 43
rp -17
rr 41
ay 42
ap 275
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1300
m2 1419
gy -3
gp 16
gr -651
y 208
p -8
r 49
cm 211062
ry 44
rp -12
rr -50
ay 45
ap 200
ar 1000
chp 0
chr 0
chy 0
bs 1330
m1 1301
m2 1323
gy 3
gp -7
gr 839
y 208
p -10
r -39
cm 212570
ry 42
rp -20
rr 50
ay 43
ap 325
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1300
m2 1331
gy 28
gp 26
gr 347
y 234
p -15
r -171
cm 214076
ry 68
rp -24
rr 34
ay 50
ap 300
ar -1000
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1385
gy -136
gp 695
gr 291
y 224
p -1
r -12
cm 215578
ry 55
rp -5
rr 19
ay 54
ap 100
ar -250
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1367
gy 0
gp 0
gr 7
y 219
p -4
r -9
cm 217083
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1370
gy 0
gp 0
gr 9
y 219
p -4
r -9
cm 218592
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 0
gp 0
gr 4
y 219
p -4
r -9
cm 220093
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 0
gp 1
gr 0
y 219
p -4
r -9
cm 221591
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 1
gp 2
gr 0
y 219
p -4
r -9
cm 223089
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 0
gp 0
gr 1
y 219
p -4
r -9
cm 224588
ry 53
rp -6
rr 13
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 2
gp 0
gr 0
y 219
p -4
r -9
cm 226096
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 0
gp 0
gr 0
y 219
p -4
r -9
cm 227596
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 1
gp 1
gr 0
y 219
p -4
r -9
cm 229092
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 0
gp 0
gr 0
y 219
p -4
r -9
cm 230583
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
chy 0
bs 1330
m1 1283
m2 1369
gy 1
gp 0
gr 2
y 219
p -4
r -9
cm 232081
ry 53
rp -6
rr 14
ay 53
ap 100
ar -225
chp 0
chr 0
