1024
FIFO overflow!
gy 42
gp -27
gr 11
y 747
p -10
r 2
cm 89773
ry 1
rp -13
rr -8
ay 0
ap 280
ar 56
chp 0
chr 0
chy 0
bs 1400
m1 1416
m2 1403
gy 20
gp -44
gr -25
y 746
p -9
r 1
cm 91120
ry 1
rp -14
rr -2
ay 0
ap 260
ar 52
chp 0
chr 0
chy 0
bs 1400
m1 1412
m2 1402
gy -33
gp 117
gr -30
y 746
p -9
r 2
cm 92401
ry 0
rp -14
rr -2
ay 0
ap 250
ar 50
chp 0
chr 0
chy 0
bs 1400
m1 1416
m2 1407
gy 68
gp -38
gr -22
y 746
p -10
r 2
cm 93747
ry 0
rp -17
rr -3
ay 0
ap 234
ar 52
chp 0
chr 0
chy 0
bs 1500
m1 1537
m2 1501
gy 109
gp 12
gr 211
y 740
p -6
r 4
cm 95056
ry 0
rp -12
rr -31
ay 8
ap 247
ar 119
chp 0
chr 0
chy 0
bs 1500
m1 1507
m2 1420
gy 579
gp 217
gr 670
y 708
p -11
r -3
cm 96427
ry -58
rp -24
rr 100
ay -65
ap 151
ar -28
chp 0
chr 0
chy 0
bs 1510
m1 1548
m2 1517
gy -977
gp -1042
gr -688
y 759
p 0
r 19
cm 97754
ry 15
rp 8
rr -100
ay -7
ap 367
ar -30
chp -20
chr 0
chy 0
bs 1510
m1 1635
m2 1363
gy 85
gp 669
gr 368
y 664
p 7
r 0
cm 99115
ry -60
rp -51
rr 48
ay -41
ap 247
ar -103
chp -1
chr 0
chy 0
bs 1511
m1 1564
m2 1485
gy -211
gp -173
gr -284
y 727
p -14
r -3
cm 100431
ry 11
rp -42
rr -12
ay 39
ap 487
ar -88
chp 0
chr 1
chy 0
bs 1511
m1 1490
m2 1530
gy 1252
gp 384
gr -2055
y 720
p 1
r 12
cm 101790
ry -58
rp -50
rr -33
ay -89
ap 463
ar 367
chp -16
chr 21
chy 0
bs 1511
m1 1565
m2 1352
gy -1553
gp 260
gr -1180
y 765
p -5
r -23
cm 103130
ry 49
rp -100
rr 100
ay 54
ap 847
ar 1002
chp -1
chr 22
chy 0
bs 1511
m1 1561
m2 1507
gy 462
gp -616
gr -817
y 688
p -2
r -17
cm 104497
ry -43
rp 22
rr -40
ay -27
ap 319
ar 90
chp -1
chr 17
chy 0
bs 1511
m1 1504
m2 1594
gy -121
gp -243
gr -1437
y 741
p -12
r -6
cm 105839
ry -11
rp -16
rr -53
ay -25
ap 295
ar 463
chp 0
chr 17
chy 0
bs 1522
m1 1584
m2 1531
gy -317
gp -366
gr -1094
y 715
p -7
r -18
cm 107196
ry -33
rp -18
rr 6
ay -43
ap 319
ar 318
chp 0
chr 17
chy 0
bs 1525
m1 1579
m2 1512
gy -435
gp -310
gr -1478
y 723
p -5
r -18
cm 108537
ry -7
rp -16
rr -10
ay 0
ap 271
ar 559
chp 0
chr 36
chy 0
bs 1525
m1 1546
m2 1623
gy 81
gp -8
gr -478
y 740
p -15
r -8
cm 109884
ry -14
rp -39
rr -100
ay -24
ap 199
ar 343
chp 0
chr 24
chy 0
bs 1521
m1 1593
m2 1567
gy 379
gp -90
gr 1580
y 669
p -8
r 1
cm 111235
ry -73
rp -33
rr -61
ay -59
ap 175
ar 295
chp 0
chr 28
chy 0
bs 1509
m1 1559
m2 1591
gy -497
gp -179
gr 90
y 758
p -15
r -4
cm 112581
ry 14
rp -45
rr -100
ay 3
ap 415
ar 583
chp 0
chr 0
chy 0
bs 1508
m1 1585
m2 1438
gy 353
gp 223
gr 1537
y 684
p -12
r 0
cm 113922
ry -60
rp -18
rr 100
ay -50
ap 343
ar 177
chp 0
chr 0
chy 0
bs 1508
m1 1551
m2 1533
gy 29
gp -92
gr 55
y 719
p -6
r 24
cm 115250
ry -24
rp -16
rr 33
ay -20
ap 223
ar 631
chp 0
chr 0
chy 0
bs 1506
m1 1515
m2 1428
gy -590
gp 879
gr 957
y 755
p -8
r -4
cm 116575
ry 9
rp -14
rr 4
ay 9
ap 200
ar -50
chp 0
chr 0
chy 0
bs 1506
m1 1509
m2 1512
gy -1
gp 0
gr 0
y 755
p -8
r -1
cm 117896
ry 9
rp -15
rr 1
ay 9
ap 200
ar -25
chp 0
chr 0
chy 0
bs 1506
m1 1510
m2 1514
gy 0
gp 0
gr 1
y 755
p -8
r -1
cm 119212
ry 9
rp -12
rr 0
ay 9
ap 216
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1509
m2 1515
gy 0
gp 0
gr 1
y 755
p -8
r 0
cm 120495
ry 9
rp -13
rr 0
ay 9
ap 224
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1509
m2 1519
gy 0
gp 0
gr 1
y 755
p -8
r 0
cm 121781
ry 9
rp -13
rr -37
ay 9
ap 200
ar 575
chp 0
chr 23
chy 0
bs 1506
m1 1509
m2 1552
gy 0
gp 1
gr 1
y 755
p -8
r 0
cm 123090
ry 9
rp -14
rr -45
ay 9
ap 208
ar 676
chp 0
chr 26
chy 0
bs 1506
m1 1509
m2 1557
gy 0
gp 0
gr 1
y 755
p -8
r 0
cm 124398
ry 9
rp -12
rr -40
ay 9
ap 208
ar 676
chp 0
chr 26
chy 0
bs 1506
m1 1511
m2 1560
gy 0
gp 0
gr 1
y 755
p -8
r 0
cm 125715
ry 9
rp -13
rr -43
ay 9
ap 200
ar 650
chp 0
chr 26
chy 0
bs 1506
m1 1512
m2 1560
gy 0
gp 0
gr 1
y 755
p -8
r 0
cm 127014
ry 9
rp -12
rr -40
ay 9
ap 216
ar 702
chp 0
chr 26
chy 0
bs 1506
m1 1510
m2 1554
gy 0
gp 0
gr 1
y 754
p -8
r 0
cm 128324
ry 8
rp -14
rr -45
ay 8
ap 200
ar 650
chp 0
chr 26
chy 0
bs 1506
m1 1510
m2 1554
gy 0
gp 1
gr 1
y 754
p -8
r 0
cm 129623
ry 8
rp -12
rr -42
ay 8
ap 200
ar 650
chp 0
chr 26
chy 0
bs 1506
m1 1510
m2 1554
gy 0
gp 0
gr 1
y 754
p -8
r 0
cm 130942
ry 8
rp -12
rr -45
ay 8
ap 232
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1511
m2 1561
gy 1
gp 1
gr 1
y 754
p -8
r 0
cm 132250
ry 8
rp -12
rr -45
ay 8
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1510
m2 1557
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 133570
ry 7
rp -13
rr -45
ay 7
ap 240
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1513
m2 1561
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 134877
ry 7
rp -12
rr -43
ay 7
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1512
m2 1560
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 136199
ry 7
rp -13
rr -47
ay 7
ap 248
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1513
m2 1561
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 137504
ry 7
rp -13
rr -45
ay 7
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1511
m2 1556
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 138824
ry 7
rp -13
rr -45
ay 7
ap 232
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1513
m2 1561
gy 0
gp 0
gr 2
y 753
p -8
r 0
cm 140123
ry 7
rp -12
rr -43
ay 7
ap 208
ar 728
chp 0
chr 28
chy 0
bs 1506
m1 1476
m2 1591
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 141452
ry 42
rp -12
rr -45
ay 42
ap 232
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1478
m2 1596
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 142750
ry 42
rp -12
rr -43
ay 42
ap 208
ar 728
chp 0
chr 28
chy 0
bs 1506
m1 1476
m2 1591
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 144080
ry 42
rp -13
rr -45
ay 42
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1478
m2 1595
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 145387
ry 42
rp -13
rr -45
ay 42
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1476
m2 1591
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 146699
ry 42
rp -12
rr -43
ay 42
ap 224
ar 775
chp 0
chr 28
chy 0
bs 1506
m1 1477
m2 1593
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 147996
ry 42
rp -13
rr -47
ay 42
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1477
m2 1595
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 149321
ry 42
rp -14
rr -48
ay 42
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1479
m2 1596
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 150625
ry 42
rp -16
rr -40
ay 42
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1480
m2 1588
gy 1
gp 0
gr 1
y 753
p -8
r 0
cm 151949
ry 42
rp -15
rr -40
ay 42
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1480
m2 1588
gy 0
gp 0
gr 0
y 753
p -8
r 0
cm 153233
ry 37
rp -16
rr -40
ay 37
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1492
m2 1576
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 154558
ry 28
rp -16
rr -40
ay 28
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1493
m2 1574
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 155856
ry 28
rp -15
rr -40
ay 28
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1504
m2 1564
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 157185
ry 9
rp -15
rr -40
ay 9
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 158475
ry 6
rp -16
rr -40
ay 6
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 159797
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1514
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 161090
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 0
y 753
p -8
r 0
cm 162410
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 163691
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 165018
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 166304
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 167634
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1515
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 168923
ry 7
rp -16
rr -40
ay 7
ap 400
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1513
m2 1553
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 170253
ry 7
rp -11
rr -40
ay 7
ap 296
ar 1002
chp 0
chr 28
chy 0
bs 1506
m1 1508
m2 1546
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 171523
ry 7
rp -8
rr -31
ay 7
ap 224
ar 784
chp 0
chr 28
chy 0
bs 1506
m1 1507
m2 1543
gy 0
gp 1
gr 2
y 753
p -8
r 0
cm 172853
ry 7
rp -8
rr -27
ay 7
ap 200
ar 700
chp 0
chr 28
chy 0
bs 1506
m1 1505
m2 1536
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 174129
ry 7
rp -7
rr -26
ay 7
ap 192
ar 672
chp 0
chr 28
chy 0
bs 1506
m1 1506
m2 1539
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 175467
ry 7
rp -7
rr -25
ay 7
ap 184
ar 644
chp 0
chr 28
chy 0
bs 1506
m1 1507
m2 1543
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 176735
ry 7
rp -8
rr -30
ay 7
ap 216
ar 756
chp 0
chr 28
chy 0
bs 1506
m1 1507
m2 1544
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 178065
ry 7
rp -8
rr -31
ay 7
ap 224
ar 784
chp 0
chr 28
chy 0
bs 1506
m1 1507
m2 1543
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 179332
ry 7
rp -8
rr -31
ay 7
ap 208
ar 780
chp 0
chr 30
chy 0
bs 1506
m1 1506
m2 1539
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 180671
ry 7
rp -8
rr -29
ay 7
ap 200
ar 750
chp 0
chr 30
chy 0
bs 1506
m1 1507
m2 1542
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 181940
ry 7
rp -6
rr -25
ay 7
ap 168
ar 630
chp 0
chr 30
chy 0
bs 1506
m1 1506
m2 1540
gy 0
gp 1
gr 1
y 753
p -8
r 0
cm 183277
ry 7
rp -7
rr -26
ay 7
ap 176
ar 660
chp 0
chr 30
chy 0
bs 1506
m1 1505
m2 1538
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 184541
ry 7
rp -7
rr -28
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1506
m2 1541
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 185878
ry 7
rp -7
rr -28
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1506
m2 1541
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 187144
ry 7
rp -8
rr -30
ay 7
ap 192
ar 744
chp 0
chr 31
chy 0
bs 1506
m1 1508
m2 1546
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 188483
ry 7
rp -9
rr -34
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1508
m2 1549
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 189743
ry 7
rp -10
rr -40
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1509
m2 1553
gy 0
gp 0
gr 2
y 753
p -8
r 0
cm 191082
ry 7
rp -11
rr -41
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1510
m2 1554
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 192342
ry 7
rp -11
rr -43
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1510
m2 1556
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 193680
ry 7
rp -11
rr -43
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1511
m2 1559
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 194936
ry 7
rp -12
rr -46
ay 7
ap 192
ar 744
chp 0
chr 31
chy 0
bs 1506
m1 1511
m2 1560
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 196276
ry 7
rp -12
rr -46
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1511
m2 1559
gy 0
gp 0
gr 2
y 753
p -8
r 0
cm 197534
ry 7
rp -12
rr -46
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1511
m2 1559
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 198875
ry 7
rp -12
rr -46
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1511
m2 1559
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 200131
ry 7
rp -12
rr -46
ay 7
ap 192
ar 720
chp 0
chr 30
chy 0
bs 1506
m1 1511
m2 1559
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 201464
ry 7
rp -12
rr 0
ay 7
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1511
m2 1513
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 202712
ry 7
rp -12
rr 0
ay 7
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1511
m2 1513
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 204039
ry 7
rp -12
rr 0
ay 7
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1511
m2 1513
gy 0
gp 0
gr 1
y 753
p -8
r 0
cm 205270
ry 7
rp -12
rr 0
ay 7
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1511
m2 1513
gy 1
gp 1
gr 1
y 753
p -8
r 0
cm 206595
ry 7
rp -12
rr 0
ay 7
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1512
m2 1512
gy 0
gp 0
gr 2
y 752
p -8
r 0
cm 207835
ry 6
rp -12
rr 0
ay 6
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1512
m2 1512
gy 0
gp 1
gr 1
y 752
p -8
r 0
cm 209146
ry 6
rp -12
rr 0
ay 6
ap 192
ar 0
chp 0
chr 0
chy 0
bs 1506
m1 1512
m2 1512
gy 0
gp 0
gr 1
y 752
p -8
r 0
cm 210394
ry 6
rp -12
rr 0
ay 6
ap 192
ar -24
chp 0
chr -5
chy 0
bs 1506
m1 1512
m2 1503
gy 0
gp 0
gr 2
y 752
p -8
r 0
cm 211714
ry 6
rp -12
rr 9
ay 6
ap 192
ar -216
chp 0
chr -9
chy 0
bs 1506
m1 1512
m2 1499
gy 0
gp 0
gr 1
y 752
p -8
r 0
cm 212980
ry 6
rp -12
rr 13
ay 6
