1024
FIFO overflow!
m2 1300
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 38170
ry 0
rp 1
rr -31
ay 0
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 39341
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 2
y 544
p -1
r 2
cm 40582
ry 0
rp 1
rr -30
ay 0
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 41776
ry 0
rp 1
rr -31
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 42988
ry 0
rp 1
rr -30
ay 0
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 44198
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 45395
ry 0
rp 1
rr -30
ay 0
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 46636
ry -1
rp 1
rr -30
ay 1
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 47815
ry -1
rp 1
rr -31
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 49074
ry -1
rp 1
rr -31
ay 1
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 50250
ry -1
rp 1
rr -30
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 51501
ry -1
rp 1
rr -31
ay 1
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 52677
ry -1
rp 1
rr -30
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 53926
ry -1
rp 1
rr -30
ay 1
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 2
y 544
p -1
r 2
cm 55115
ry -1
rp 1
rr -31
ay 1
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 56346
ry -1
rp 1
rr -30
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 2
y 544
p -1
r 2
cm 57562
ry -1
rp 1
rr -31
ay 1
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 2
y 544
p -1
r 2
cm 58762
ry -1
rp 1
rr -30
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 60000
ry -1
rp 1
rr -30
ay 1
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 61178
ry -1
rp 1
rr -30
ay 1
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 62429
ry -1
rp 1
rr -30
ay 1
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1300
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 63605
ry -1
rp 1
rr -30
ay 1
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 64864
ry -1
rp 1
rr -31
ay 1
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1330
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 66044
ry -1
rp 1
rr -31
ay 1
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 67295
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 68481
ry -2
rp 1
rr -30
ay 2
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 69710
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 70909
ry -2
rp 1
rr -30
ay 2
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 72117
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 73351
ry -2
rp 1
rr -30
ay 2
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 74529
ry -2
rp 1
rr -31
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 75779
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 76953
ry -2
rp 1
rr -31
ay 2
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1301
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 78204
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 79381
ry -2
rp 1
rr -31
ay 2
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 80640
ry -2
rp 1
rr -30
ay 2
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 81827
ry -2
rp 1
rr -31
ay 2
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 83068
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 2
gr 3
y 544
p -1
r 2
cm 84265
ry -2
rp 1
rr -30
ay 2
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 85475
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1301
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 86696
ry -2
rp 1
rr -31
ay 2
ap 48
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 87882
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 89124
ry -2
rp 1
rr -31
ay 2
ap 45
ar -870
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 90300
ry -2
rp 1
rr -30
ay 2
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 2
y 544
p -1
r 2
cm 91558
ry -2
rp 1
rr -31
ay 2
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 544
p -1
r 2
cm 92727
ry 0
rp 1
rr -30
ay 0
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 93961
ry 0
rp 1
rr -31
ay 0
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1329
m2 1302
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 95135
ry 0
rp 1
rr -30
ay 0
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 2
gr 3
y 543
p -1
r 2
cm 96365
ry 0
rp 1
rr -30
ay 0
ap 47
ar -893
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 97554
ry 0
rp 1
rr -31
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 2
gr 3
y 543
p -1
r 2
cm 98751
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 99964
ry 0
rp 1
rr -30
ay 0
ap 46
ar -877
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 2
y 543
p -1
r 2
cm 101134
ry 0
rp 1
rr -30
ay 0
ap 46
ar -885
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 102377
ry 0
rp 1
rr -30
ay 0
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 2
gr 3
y 543
p -1
r 2
cm 103536
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 104778
ry 0
rp 1
rr -30
ay 0
ap 47
ar -895
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 2
gr 3
y 543
p -1
r 2
cm 105947
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1300
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 107186
ry 0
rp 1
rr -30
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 1
gr 2
y 543
p -1
r 2
cm 108361
ry 0
rp 1
rr -31
ay 0
ap 45
ar -862
chp 0
chr -21
chy 0
bs 1330
m1 1331
m2 1299
gy 0
gp 1
gr 3
y 543
p -1
r 2
cm 109575
ry 0
rp 1
rr -30
ay 0
ap 46
ar -885
chp 0
chr -21
chy 0
##########yaw_average^prec : 1
throttle_min^max : 1600
y_a_c^cur : 50
y_a_kp^max : 10.0
a_i_c^max : 1000
gyro^cur : 0.3
ch_throttle^cur : 0.9
y_a_i_c^cur : 0
yaw_effect^max : 100
roll_effect^cur : 50
y_a_kp^prec : 1
ch_angle^max : 1.0
y_r_c^cur : 0
ch_angle^min : 0.0
a_ki^cur : 0.4
y_r_kp^cur : 0
ar_m^max : 150
a_i_c^cur : 500
r_ki^max : 0.0010
pitch_effect^max : 50
throttle_max^min : 1600
yaw_average^cur : 0.9
gyro^max : 1.0
a_i_c^min : 0
a_c^max : 4000
y_r_kd^cur : 0
ch_angle^cur : 0.1
r_i_c^max : 50
a_kp^max : 100
r_c^cur : 100
r_kp^min : 0.000
r_kd^min : 0
ch_throttle^min : 0.0
ar_m^cur : 50
r_kd^prec : 0
r_kd^cur : 0
r_ki^prec : 4
a_ki^min : 0.0
y_a_kp^min : 0.0
a_kp^min : 0
y_a_kd^cur : 0
yaw_average^min : 0.0
r_i_c^cur : 10
y_a_kp^cur : 2.7
yaw_average^max : 1.0
throttle_max^max : 1800
throttle_min^min : 1400
r_c^max : 100
r_kp^prec : 3
throttle_max^cur : 1700
pitch_effect^cur : 50
r_kp^max : 0.100
ch_throttle^prec : 1
y_r_i_c^cur : 0
y_a_ki^cur : 0
a_kd^cur : 0
ch_throttle^max : 1.0
a_ki^max : 5.0
r_kp^cur : 0.035
gyro^min : 0.0
gyro^prec : 1
ch_angle^prec : 1
r_kd^max : 0
y_a_c^max : 300
yaw_effect^cur : 100
y_r_ki^cur : 0
a_kp^cur : 45
r_ki^cur : 0.0000
throttle_min^cur : 1400
a_ki^prec : 1
roll_effect^min : 0
pitch_effect^min : 0
a_c^cur : 3000
roll_effect^max : 50
r_ki^min : 0.0000
